"Contig" "flag" "cov" "len" "GC"
"1" "k141_1449" "1" "247" "330" "0.687878787878788"
"2" "k141_2171" "1" "250.5718" "11213" "0.640149826094711"
"3" "k141_5738" "1" "236.4147" "17881" "0.688663944969521"
"4" "k141_2172" "0" "237.3846" "8614" "0.629556535871837"
"5" "k141_2874" "0" "248.574" "25754" "0.65651937563097"
"6" "k141_6478" "0" "237" "29532" "0.702559934985778"
"7" "k141_3639" "0" "256.3962" "18797" "0.730169707932117"
"8" "k141_5084" "0" "230.6136" "23977" "0.681069358134879"
"9" "k141_5085" "0" "181.7344" "205" "0.663414634146341"
"10" "k141_6496" "1" "237.6317" "28455" "0.676471621859076"
"11" "k141_6546" "0" "217.1699" "5263" "0.619608588257648"
"12" "k141_68" "0" "300.7522" "53570" "0.624453985439612"
"13" "k141_6569" "0" "265.6053" "12898" "0.604124670491549"
"14" "k141_4670" "0" "234" "969" "0.705882352941177"
"15" "k141_3641" "0" "238.806" "54109" "0.693119444085088"
"16" "k141_3685" "0" "250" "352" "0.642045454545455"
"17" "k141_1462" "1" "233.8869" "90800" "0.70397577092511"
"18" "k141_4746" "0" "228.5208" "10608" "0.698906485671192"
"19" "k141_3727" "0" "1073" "5674" "0.566267183644695"
"20" "k141_2881" "0" "239.6145" "86320" "0.698123262279889"
"21" "k141_3765" "0" "69.1961" "498" "0.70281124497992"
"22" "k141_69" "0" "351.8433" "49426" "0.638752883097965"
"23" "k141_2891" "0" "197.8455" "484" "0.68801652892562"
"24" "k141_2211" "0" "233.779" "89776" "0.706580823382641"
"25" "k141_110" "0" "1073" "384" "0.583333333333333"
"26" "k141_5168" "0" "236.7844" "71290" "0.691261046430074"
"27" "k141_2943" "0" "258.4356" "20256" "0.697620458135861"
"28" "k141_732" "0" "237.9649" "148823" "0.703372462589788"
"29" "k141_123" "0" "235.8322" "30955" "0.699208528509126"
"30" "k141_2987" "0" "259.8726" "9436" "0.65843577787198"
"31" "k141_5813" "0" "235.9751" "139153" "0.706567591068823"
