"Contig" "flag" "cov" "len" "GC"
"1" "k141_8941" "0" "124.0698" "2205" "0.679818594104308"
"2" "k141_11170" "0" "309" "1136" "0.672535211267606"
"3" "k141_12" "0" "284.1893" "10702" "0.630910110259765"
"4" "k141_15676" "0" "239.8555" "1657" "0.588412794206397"
"5" "k141_11217" "0" "189" "771" "0.713359273670558"
"6" "k141_15688" "0" "201.345" "4805" "0.633298647242456"
"7" "k141_53" "0" "159.5693" "8295" "0.732851115129596"
"8" "k141_13471" "1" "180" "10595" "0.715337423312883"
"9" "k141_6838" "0" "100" "1424" "0.627808988764045"
"10" "k141_8964" "0" "321.8434" "19633" "0.626394336066826"
"11" "k141_11294" "1" "185" "348" "0.695402298850575"
"12" "k141_6860" "1" "188" "2151" "0.657368665736867"
"13" "k141_109" "0" "138.088" "698" "0.677650429799427"
"14" "k141_113" "0" "138.0417" "693" "0.672438672438672"
"15" "k141_2289" "0" "171.9205" "38856" "0.701075766934322"
"16" "k141_114" "0" "107" "1056" "0.732954545454545"
"17" "k141_2298" "0" "180.1286" "1890" "0.593121693121693"
"18" "k141_17958" "0" "178.6283" "21210" "0.715464403583216"
"19" "k141_2351" "1" "109" "479" "0.686847599164927"
"20" "k141_2390" "0" "47.0153" "532" "0.659774436090226"
"21" "k141_11320" "0" "200.698" "22656" "0.683439265536723"
"22" "k141_6931" "0" "175.8242" "22047" "0.72572232049712"
"23" "k141_6946" "1" "187" "329" "0.64741641337386"
"24" "k141_6958" "0" "210.3805" "254" "0.649606299212598"
"25" "k141_2396" "3" "315" "16569" "0.603657432554771"
"26" "k141_11383" "0" "243.635" "678" "0.688790560471976"
"27" "k141_15934" "1" "87" "379" "0.633245382585752"
"28" "k141_13559" "0" "185.0077" "28896" "0.700339147286822"
"29" "k141_17986" "1" "366.6464" "22912" "0.610247905027933"
"30" "k141_15966" "0" "172.0526" "445" "0.687640449438202"
"31" "k141_11402" "0" "150.5177" "3676" "0.696953210010881"
"32" "k141_7051" "1" "158.8796" "1320" "0.568939393939394"
"33" "k141_18006" "1" "93" "414" "0.751207729468599"
"34" "k141_2487" "1" "38" "301" "0.611295681063123"
"35" "k141_9011" "0" "187.918" "50338" "0.704795581866582"
"36" "k141_9019" "0" "526.0677" "2505" "0.619960079840319"
"37" "k141_11481" "0" "202" "420" "0.704761904761905"
"38" "k141_2525" "0" "180.0937" "8880" "0.713400900900901"
"39" "k141_2553" "1" "97" "386" "0.642487046632124"
"40" "k141_11513" "0" "180" "395" "0.744303797468354"
"41" "k141_7206" "0" "134.609" "476" "0.701680672268908"
"42" "k141_11530" "0" "376" "2625" "0.672"
"43" "k141_18034" "0" "193.8059" "33873" "0.71711982995306"
"44" "k141_2613" "0" "198.3805" "20276" "0.681741960939041"
"45" "k141_11576" "0" "218.3559" "15032" "0.628193187865886"
"46" "k141_11578" "0" "89.0253" "220" "0.645454545454546"
"47" "k141_7249" "1" "216" "25912" "0.697051559123186"
"48" "k141_11579" "0" "202.8746" "8258" "0.623637684669411"
"49" "k141_18114" "0" "195" "1832" "0.712336244541485"
"50" "k141_11587" "0" "186" "3679" "0.727099755368307"
"51" "k141_7326" "0" "280" "1392" "0.752873563218391"
"52" "k141_20115" "0" "100.9672" "134132" "0.662541377150866"
"53" "k141_7382" "0" "12.8801" "508" "0.56496062992126"
"54" "k141_7399" "0" "146" "1159" "0.6755823986195"
"55" "k141_11608" "0" "203.2161" "15027" "0.642776335928662"
"56" "k141_4524" "0" "189.9728" "152945" "0.703664716074406"
"57" "k141_4526" "1" "163.8556" "1914" "0.68025078369906"
"58" "k141_16087" "0" "188" "67147" "0.702652389533412"
"59" "k141_7441" "0" "261.4869" "11332" "0.594069890575362"
"60" "k141_7453" "0" "184" "534" "0.700374531835206"
"61" "k141_7460" "1" "74" "352" "0.667613636363636"
"62" "k141_7494" "0" "210" "201" "0.651741293532338"
"63" "k141_4604" "1" "183" "317" "0.719242902208202"
"64" "k141_16092" "0" "194.8456" "13256" "0.619568497284249"
"65" "k141_18280" "1" "205.3017" "13059" "0.667815299793246"
"66" "k141_7551" "0" "355.121" "2869" "0.629836179853608"
"67" "k141_16113" "0" "180.1386" "9335" "0.592501339046599"
"68" "k141_16114" "0" "260.5312" "1809" "0.592039800995025"
"69" "k141_11689" "3" "263.7655" "24812" "0.663791713686926"
"70" "k141_7603" "0" "176.8497" "7687" "0.627683101339925"
"71" "k141_11715" "0" "48.868" "444" "0.718468468468468"
"72" "k141_11744" "1" "11.2738" "835" "0.536526946107784"
"73" "k141_20125" "0" "180.8768" "64447" "0.718078421028132"
"74" "k141_16196" "0" "185.8006" "788" "0.644670050761421"
"75" "k141_4655" "0" "190.7428" "32643" "0.706093189964158"
"76" "k141_20150" "0" "176.6872" "8224" "0.59545233463035"
"77" "k141_124" "0" "184.9793" "195854" "0.712974971151981"
"78" "k141_9292" "0" "108.8144" "99065" "0.694372381769545"
"79" "k141_16376" "0" "262" "1296" "0.656635802469136"
"80" "k141_11960" "0" "232" "676" "0.678994082840237"
"81" "k141_16393" "0" "327" "3377" "0.596683446846313"
"82" "k141_13702" "0" "182.3724" "157955" "0.72282612136368"
"83" "k141_20154" "0" "302.4154" "37200" "0.63"
"84" "k141_18281" "0" "177.9523" "81837" "0.722961496633552"
"85" "k141_16466" "0" "171.6522" "1912" "0.617677824267782"
"86" "k141_9371" "0" "191.6134" "15220" "0.690341655716163"
"87" "k141_13725" "0" "167.7002" "16561" "0.702252279451724"
"88" "k141_20197" "0" "218.4955" "10420" "0.646257197696737"
"89" "k141_13758" "1" "152.5652" "394" "0.769035532994924"
"90" "k141_18373" "0" "294.1636" "7209" "0.564155916215841"
"91" "k141_9383" "0" "182.8135" "17239" "0.713498462787865"
"92" "k141_129" "0" "178.8133" "81430" "0.714392729952106"
"93" "k141_130" "0" "171.6166" "3521" "0.666003976143141"
"94" "k141_147" "0" "322.9967" "3724" "0.621374865735768"
"95" "k141_18377" "0" "216.7653" "40632" "0.639889742075212"
"96" "k141_18378" "1" "57" "301" "0.681063122923588"
"97" "k141_12055" "0" "169.9362" "58390" "0.733892789861278"
"98" "k141_151" "0" "188.0058" "4311" "0.584087218742751"
"99" "k141_7625" "0" "204.778" "166313" "0.688490977855008"
"100" "k141_2779" "0" "163.9264" "245344" "0.713210838659189"
"101" "k141_171" "1" "25.142" "648" "0.714506172839506"
"102" "k141_2795" "1" "350.6429" "2605" "0.586564299424184"
"103" "k141_2816" "1" "286.1633" "441" "0.532879818594104"
"104" "k141_209" "1" "135" "306" "0.627450980392157"
"105" "k141_9401" "0" "250.6871" "50477" "0.701131208273075"
"106" "k141_13760" "0" "187.7581" "63117" "0.710236544829444"
"107" "k141_2828" "0" "93.1707" "2349" "0.672200936568753"
"108" "k141_20213" "1" "184.9389" "63392" "0.709427057041898"
"109" "k141_4686" "0" "187.9672" "125650" "0.710736171906088"
"110" "k141_4695" "0" "169" "421" "0.691211401425178"
"111" "k141_2861" "0" "328.1219" "2470" "0.70080971659919"
"112" "k141_7664" "0" "201.838" "27439" "0.685374831444295"
"113" "k141_7667" "0" "227.1086" "2793" "0.648406731113498"
"114" "k141_7741" "0" "181" "347" "0.645533141210375"
"115" "k141_361" "0" "22.83" "494" "0.690283400809717"
"116" "k141_365" "0" "221.8547" "320" "0.68125"
"117" "k141_369" "0" "81.9769" "878" "0.665148063781321"
"118" "k141_12181" "0" "206.6323" "23674" "0.648728562980485"
"119" "k141_13778" "0" "194.8705" "34837" "0.69119040101042"
"120" "k141_12221" "1" "166" "440" "0.731818181818182"
"121" "k141_20267" "0" "200.7145" "30969" "0.703154767670897"
"122" "k141_20299" "0" "40.484" "736" "0.702445652173913"
"123" "k141_495" "1" "170" "324" "0.740740740740741"
"124" "k141_529" "0" "194" "1458" "0.703703703703704"
"125" "k141_20311" "0" "178.7296" "14624" "0.718955142231947"
"126" "k141_533" "0" "645.4949" "4645" "0.568998923573735"
"127" "k141_8045" "0" "472.9329" "3703" "0.603834728598434"
"128" "k141_20388" "1" "68.5366" "592" "0.699324324324324"
"129" "k141_8091" "0" "311" "416" "0.682692307692308"
"130" "k141_8095" "0" "69.9611" "424" "0.55188679245283"
"131" "k141_8100" "0" "230.6259" "959" "0.745568300312826"
"132" "k141_18386" "0" "179.9243" "104237" "0.717758569413932"
