"Contig" "flag" "cov" "len" "GC"
"1" "k141_13" "1" "69" "549" "0.602914389799636"
"2" "k141_1102" "0" "125.4936" "611" "0.700490998363339"
"3" "k141_3310" "1" "31" "301" "0.697674418604651"
"4" "k141_2212" "0" "129.3578" "4560" "0.701315789473684"
"5" "k141_2217" "0" "207" "618" "0.694174757281553"
"6" "k141_7679" "0" "206" "394" "0.621827411167513"
"7" "k141_21" "1" "188.1947" "9479" "0.644266272813588"
"8" "k141_32" "0" "76.5556" "537" "0.664804469273743"
"9" "k141_8743" "0" "208.5452" "17064" "0.652719174871074"
"10" "k141_5488" "0" "200.7335" "16653" "0.649252386957305"
"11" "k141_9820" "0" "210.8264" "26749" "0.67303450596284"
"12" "k141_9824" "0" "203" "427" "0.697892271662763"
"13" "k141_8788" "0" "300" "479" "0.720250521920668"
"14" "k141_1105" "1" "193" "28966" "0.701304978250363"
"15" "k141_4372" "0" "203.8895" "42397" "0.705592376819115"
"16" "k141_8849" "0" "140.2395" "1903" "0.682080924855491"
"17" "k141_5501" "0" "444.9158" "25288" "0.640501423600127"
"18" "k141_8856" "0" "191.6723" "6504" "0.64560270602706"
"19" "k141_1195" "0" "208.7453" "7470" "0.618607764390897"
"20" "k141_1201" "0" "44.4144" "585" "0.726495726495726"
"21" "k141_8874" "0" "206.3433" "9887" "0.683119247496713"
"22" "k141_3357" "0" "217.1429" "69261" "0.648185847735378"
"23" "k141_1216" "0" "188.5029" "8505" "0.698177542621987"
"24" "k141_130" "0" "195.8799" "35875" "0.707261324041812"
"25" "k141_134" "0" "25.0913" "404" "0.626237623762376"
"26" "k141_1219" "0" "206.3199" "5562" "0.703703703703704"
"27" "k141_1223" "0" "42.65" "281" "0.669039145907473"
"28" "k141_8920" "0" "257" "1679" "0.706372840976772"
"29" "k141_5516" "0" "207" "21424" "0.684792755787901"
"30" "k141_8925" "0" "167.0549" "232" "0.577586206896552"
"31" "k141_7706" "0" "202.2564" "73423" "0.700952017760102"
"32" "k141_8926" "0" "209.9248" "13913" "0.632070725221016"
"33" "k141_2234" "1" "205.9607" "114971" "0.690174043889329"
"34" "k141_5602" "0" "192.7612" "17830" "0.726472237801458"
"35" "k141_2313" "0" "463.3668" "4026" "0.636612021857924"
"36" "k141_5665" "0" "201.7076" "9078" "0.683190129984578"
"37" "k141_6619" "0" "211.0769" "120137" "0.675612009622348"
"38" "k141_8972" "1" "195.7785" "37994" "0.632678844028004"
"39" "k141_8978" "0" "319" "219" "0.63013698630137"
"40" "k141_9932" "0" "202.4113" "92478" "0.687871710028331"
"41" "k141_6637" "0" "182.3776" "6574" "0.70185579555826"
"42" "k141_3377" "0" "203.957" "103889" "0.700738287980441"
"43" "k141_1230" "0" "214.7137" "77331" "0.690926019319548"
"44" "k141_2316" "0" "283.9407" "52106" "0.656162438106936"
"45" "k141_5719" "0" "227.4686" "18935" "0.65782941642461"
"46" "k141_9959" "0" "200.3639" "17257" "0.701686272237353"
"47" "k141_2319" "0" "346.8462" "19039" "0.652345186196754"
"48" "k141_6669" "0" "412.9736" "18467" "0.633129365895923"
"49" "k141_9009" "0" "202.8415" "28181" "0.682339164685426"
"50" "k141_4431" "0" "213" "115030" "0.690359036773016"
"51" "k141_4438" "1" "181" "410" "0.695121951219512"
"52" "k141_6687" "0" "118.3182" "273" "0.684981684981685"
"53" "k141_6691" "0" "198.1857" "421" "0.695961995249406"
"54" "k141_5791" "1" "201" "326" "0.674846625766871"
"55" "k141_7711" "0" "201.9495" "87748" "0.693850572092811"
"56" "k141_2336" "1" "362" "9197" "0.66347722083288"
"57" "k141_5800" "1" "19" "301" "0.664451827242525"
"58" "k141_2341" "1" "33.5217" "463" "0.719222462203024"
"59" "k141_9047" "0" "156.8846" "1389" "0.637149028077754"
"60" "k141_4463" "0" "191" "6588" "0.701426836672738"
"61" "k141_7760" "0" "198" "903" "0.664451827242525"
"62" "k141_9096" "1" "150.4164" "871" "0.571756601607348"
"63" "k141_9104" "0" "125.4646" "1243" "0.736926790024135"
"64" "k141_7797" "1" "77" "325" "0.763076923076923"
"65" "k141_6755" "0" "180.3484" "12571" "0.719274520722297"
"66" "k141_5845" "0" "195.3658" "13378" "0.709149349678577"
"67" "k141_2352" "1" "203.4091" "27175" "0.689457221711132"
"68" "k141_211" "0" "208.6227" "119213" "0.690117688507126"
"69" "k141_3378" "0" "213.9949" "86456" "0.641355140186916"
"70" "k141_5883" "0" "255.7783" "4751" "0.65501999579036"
"71" "k141_3426" "0" "198.184" "7420" "0.680053908355795"
"72" "k141_5947" "0" "407.7177" "1356" "0.623156342182891"
"73" "k141_6758" "0" "203.935" "33526" "0.692387997375172"
"74" "k141_9227" "0" "413.4035" "15372" "0.619307832422586"
"75" "k141_5976" "0" "242.2727" "3236" "0.67336217552534"
"76" "k141_3491" "0" "219.2615" "5709" "0.594675074443861"
"77" "k141_9234" "0" "176.2761" "4180" "0.691148325358852"
"78" "k141_276" "0" "199" "25736" "0.701624184022381"
"79" "k141_9967" "0" "195" "79337" "0.709202515850108"
"80" "k141_289" "1" "198" "310" "0.693548387096774"
"81" "k141_9974" "0" "138.0576" "280" "0.7"
"82" "k141_3559" "0" "191" "6512" "0.70715601965602"
"83" "k141_3609" "0" "25.5625" "557" "0.666068222621185"
"84" "k141_3626" "0" "39.0119" "644" "0.656832298136646"
"85" "k141_6020" "0" "206.7395" "27247" "0.688112452747091"
"86" "k141_294" "0" "208.4651" "39221" "0.702378827668851"
"87" "k141_3672" "0" "221.6726" "29841" "0.647598941054254"
"88" "k141_9391" "0" "218.6362" "26506" "0.684448804044367"
"89" "k141_1266" "0" "222.5536" "152752" "0.685712789357913"
"90" "k141_2368" "0" "203.271" "144572" "0.686737404199983"
"91" "k141_6783" "0" "197.8761" "70109" "0.704374616668331"
"92" "k141_1285" "1" "136" "301" "0.667774086378738"
"93" "k141_4485" "0" "199.9423" "151970" "0.694551556228203"
"94" "k141_2374" "1" "195.5788" "20510" "0.6977084349098"
"95" "k141_9996" "0" "207.9099" "101259" "0.690881798161151"
"96" "k141_301" "0" "211.8569" "32588" "0.676353258868295"
"97" "k141_7803" "0" "203.6319" "165528" "0.700002416509593"
"98" "k141_4522" "0" "198.7511" "23246" "0.691817947173707"
"99" "k141_7809" "0" "207.7899" "7704" "0.626817237798546"
"100" "k141_431" "1" "33" "348" "0.781609195402299"
"101" "k141_2375" "1" "201.8561" "61587" "0.691509571825223"
"102" "k141_1342" "0" "205.9273" "62472" "0.704667691125624"
"103" "k141_9416" "0" "204.943" "75275" "0.688967120557954"
"104" "k141_7879" "0" "202.5302" "19072" "0.690383808724832"
"105" "k141_9430" "0" "442" "2503" "0.679184978026368"
"106" "k141_445" "0" "205.8335" "27232" "0.705640423031727"
"107" "k141_6788" "0" "206.9309" "89853" "0.688379909407588"
"108" "k141_4567" "0" "202.0892" "46140" "0.702167316861725"
"109" "k141_7921" "0" "206.7999" "10475" "0.650310262529833"
"110" "k141_465" "0" "213.2739" "13282" "0.648697485318476"
"111" "k141_6789" "1" "190.9529" "19136" "0.626619983277592"
"112" "k141_6843" "0" "60.1781" "433" "0.715935334872979"
"113" "k141_530" "0" "190.0373" "3329" "0.64613998197657"
"114" "k141_4595" "0" "165.8099" "19240" "0.637733887733888"
"115" "k141_1359" "0" "208.8635" "44346" "0.676453344157308"
"116" "k141_3695" "0" "201.9448" "160366" "0.690433134205505"
"117" "k141_3708" "0" "209" "412" "0.713592233009709"
"118" "k141_9550" "0" "203.0955" "19968" "0.675230368589744"
"119" "k141_2401" "0" "209" "86076" "0.692864445373856"
"120" "k141_2405" "0" "125" "287" "0.637630662020906"
"121" "k141_2433" "0" "204.0457" "4844" "0.724814203137903"
"122" "k141_1444" "1" "190.8269" "5079" "0.698365820043316"
"123" "k141_6902" "0" "219.8043" "24759" "0.70261319116281"
"124" "k141_2457" "0" "131.8711" "22492" "0.65329895073804"
"125" "k141_6922" "0" "130" "377" "0.726790450928382"
"126" "k141_10014" "0" "201.933" "132134" "0.696429382293732"
"127" "k141_6936" "0" "150.8925" "327" "0.764525993883792"
"128" "k141_3723" "0" "201.9137" "51369" "0.689968658140123"
"129" "k141_7938" "0" "223.9466" "72858" "0.652351148810014"
"130" "k141_2466" "0" "200.002" "22185" "0.654947036285779"
"131" "k141_2469" "0" "197" "357" "0.775910364145658"
"132" "k141_783" "0" "239.3191" "6766" "0.690215784806385"
"133" "k141_7968" "0" "449.6508" "1593" "0.576271186440678"
"134" "k141_2519" "1" "171" "301" "0.667774086378738"
"135" "k141_8029" "0" "294.4033" "322" "0.624223602484472"
"136" "k141_3733" "0" "195" "35157" "0.687658218846887"
"137" "k141_6938" "0" "209.7046" "31270" "0.643012472017909"
"138" "k141_2521" "0" "194.3178" "12654" "0.673146831041568"
"139" "k141_2525" "0" "84.3655" "669" "0.677130044843049"
"140" "k141_3758" "0" "58.7703" "733" "0.731241473396999"
"141" "k141_10091" "0" "207.6153" "23814" "0.698622658940119"
"142" "k141_815" "0" "214.8266" "27285" "0.678174821330401"
"143" "k141_2528" "1" "219.2346" "35049" "0.694228080687038"
"144" "k141_2532" "1" "23.9231" "648" "0.648148148148148"
"145" "k141_3765" "0" "199.7506" "36053" "0.704046819959504"
"146" "k141_895" "1" "14" "301" "0.704318936877076"
"147" "k141_10228" "0" "255.708" "13833" "0.631388708161642"
"148" "k141_3806" "0" "211.4811" "9086" "0.611820383006824"
"149" "k141_3809" "0" "300" "2004" "0.652694610778443"
"150" "k141_995" "1" "23" "342" "0.710526315789474"
"151" "k141_1445" "0" "199.0859" "102973" "0.702145222534062"
"152" "k141_3854" "0" "57.995" "342" "0.716374269005848"
"153" "k141_1466" "1" "210" "301" "0.720930232558139"
"154" "k141_10302" "1" "44.7563" "420" "0.597619047619048"
"155" "k141_1034" "1" "18" "475" "0.753684210526316"
"156" "k141_10322" "0" "347.9787" "5354" "0.637654090399701"
"157" "k141_4652" "1" "205.6737" "133351" "0.686466543183028"
"158" "k141_10359" "1" "230.0868" "544" "0.612132352941177"
"159" "k141_1559" "0" "148.1137" "396" "0.636363636363636"
"160" "k141_4688" "0" "207" "929" "0.680301399354144"
"161" "k141_1061" "0" "203.528" "19063" "0.695693227718617"
"162" "k141_1083" "1" "31.8598" "405" "0.74320987654321"
"163" "k141_4105" "0" "56.9906" "776" "0.689432989690722"
"164" "k141_6986" "0" "200.7532" "90089" "0.687153814561156"
"165" "k141_10417" "0" "199.5957" "10969" "0.623210866988787"
"166" "k141_8058" "0" "207.9525" "95671" "0.677457118667099"
"167" "k141_2866" "0" "194.8573" "30059" "0.707009547889151"
"168" "k141_8106" "1" "17.8261" "279" "0.691756272401434"
"169" "k141_4719" "0" "200.8952" "42107" "0.708955755575083"
"170" "k141_4340" "0" "465.0916" "11914" "0.674416652677522"
"171" "k141_7048" "0" "233.8739" "42634" "0.597715438382512"
"172" "k141_2944" "0" "207.8852" "39811" "0.682600286353018"
"173" "k141_6185" "0" "205.1331" "333444" "0.683368121783568"
"174" "k141_6188" "0" "202" "395" "0.739240506329114"
"175" "k141_6216" "1" "85.25" "837" "0.577060931899642"
"176" "k141_10713" "0" "21.188" "992" "0.630040322580645"
"177" "k141_6218" "0" "201.6032" "519" "0.610789980732177"
"178" "k141_4864" "0" "198.6722" "6885" "0.660275962236747"
"179" "k141_3049" "0" "236.1922" "474" "0.563291139240506"
"180" "k141_3183" "1" "196" "326" "0.582822085889571"
"181" "k141_10724" "0" "204.7951" "23042" "0.692561409599861"
"182" "k141_6263" "0" "190.6337" "24388" "0.707930129571921"
"183" "k141_7060" "0" "218.8169" "68680" "0.706988934187536"
"184" "k141_9693" "0" "208.24" "261822" "0.683781347633125"
"185" "k141_6445" "0" "255" "387" "0.718346253229974"
"186" "k141_3234" "1" "201.7269" "32520" "0.676722017220172"
"187" "k141_1716" "0" "208.3474" "111048" "0.678895612708018"
"188" "k141_3243" "0" "198.6533" "6643" "0.677254252596718"
"189" "k141_3244" "0" "202" "287" "0.668989547038328"
"190" "k141_6504" "1" "196" "317" "0.662460567823344"
"191" "k141_7108" "0" "212.4088" "36861" "0.687637340278343"
"192" "k141_1789" "0" "222" "1096" "0.645985401459854"
"193" "k141_4914" "0" "206.9312" "66044" "0.706559263521289"
"194" "k141_8165" "1" "201.3792" "137315" "0.701860685285657"
"195" "k141_10818" "0" "201.9006" "56487" "0.693451590631473"
"196" "k141_10839" "1" "201" "318" "0.732704402515723"
"197" "k141_1841" "0" "198.6988" "23810" "0.698866022679546"
"198" "k141_7362" "1" "16" "301" "0.637873754152824"
"199" "k141_7379" "1" "25.5048" "351" "0.686609686609687"
"200" "k141_1866" "0" "736.1237" "3537" "0.575346338705117"
"201" "k141_1887" "1" "192" "344" "0.691860465116279"
"202" "k141_7437" "0" "115.8857" "281" "0.526690391459075"
"203" "k141_8331" "1" "26" "520" "0.786538461538462"
"204" "k141_3255" "0" "211.0681" "85614" "0.654542481369869"
"205" "k141_7550" "0" "74.9858" "282" "0.719858156028369"
"206" "k141_7574" "1" "112" "329" "0.732522796352584"
"207" "k141_4917" "1" "216.924" "125166" "0.674216640301679"
"208" "k141_8334" "0" "212.9118" "86689" "0.687918882441832"
"209" "k141_8424" "1" "178" "301" "0.664451827242525"
"210" "k141_4918" "0" "204.1247" "36179" "0.683158738494707"
"211" "k141_4927" "0" "202" "367" "0.754768392370572"
"212" "k141_4930" "0" "180.9365" "7119" "0.684506250877932"
"213" "k141_4975" "0" "209" "51767" "0.685262812216277"
"214" "k141_5011" "0" "465" "1484" "0.665094339622642"
"215" "k141_2176" "0" "203.9724" "162883" "0.696604311069909"
"216" "k141_5085" "0" "245.0651" "102694" "0.660145675501977"
"217" "k141_5148" "1" "152" "344" "0.680232558139535"
"218" "k141_5244" "1" "196" "340" "0.673529411764706"
