"Contig" "flag" "cov" "len" "GC"
"1" "k141_4865" "1" "26.0322" "545" "0.66605504587156"
"2" "k141_4872" "0" "230.8083" "381" "0.627296587926509"
"3" "k141_6814" "0" "125.5513" "1282" "0.634165366614665"
"4" "k141_989" "0" "287.3278" "3930" "0.629770992366412"
"5" "k141_6823" "0" "43.2943" "943" "0.617179215270414"
"6" "k141_2931" "0" "351.3078" "5008" "0.585862619808307"
"7" "k141_999" "1" "139" "309" "0.647249190938511"
"8" "k141_6826" "1" "209.6569" "2184" "0.642399267399267"
"9" "k141_7822" "0" "43.5365" "1237" "0.662085691188359"
"10" "k141_8796" "1" "33" "301" "0.694352159468439"
"11" "k141_2024" "0" "205.9484" "1710" "0.603508771929825"
"12" "k141_8814" "0" "13" "414" "0.652173913043478"
"13" "k141_2937" "1" "283.3859" "7076" "0.68159977388355"
"14" "k141_8826" "1" "12.7489" "364" "0.664835164835165"
"15" "k141_7860" "0" "273.3062" "781" "0.670934699103713"
"16" "k141_5897" "1" "311.6651" "5167" "0.655312560479969"
"17" "k141_2061" "1" "107" "416" "0.728365384615385"
"18" "k141_8845" "3" "141" "1542" "0.64526588845655"
"19" "k141_1009" "0" "307.3166" "14144" "0.651795814479638"
"20" "k141_6834" "0" "366.2704" "13944" "0.633318990246701"
"21" "k141_1010" "0" "215.8667" "891" "0.631874298540965"
"22" "k141_6838" "0" "58.3333" "207" "0.628019323671498"
"23" "k141_2098" "0" "225" "469" "0.656716417910448"
"24" "k141_4881" "0" "232.7635" "21719" "0.712141442976196"
"25" "k141_1014" "0" "501" "1125" "0.727111111111111"
"26" "k141_2113" "0" "255.115" "6480" "0.652777777777778"
"27" "k141_2114" "0" "125.8952" "1296" "0.62962962962963"
"28" "k141_8889" "0" "355.4893" "8320" "0.572115384615385"
"29" "k141_7917" "0" "315.0812" "15569" "0.636392831909564"
"30" "k141_6862" "0" "301.9278" "16574" "0.635694461204296"
"31" "k141_6885" "0" "98.4783" "624" "0.689102564102564"
"32" "k141_52" "0" "241.763" "44890" "0.701002450434395"
"33" "k141_55" "0" "182.2135" "408" "0.602941176470588"
"34" "k141_2956" "0" "243" "39090" "0.707367613200307"
"35" "k141_6887" "0" "455.4807" "6744" "0.623220640569395"
"36" "k141_5953" "0" "221.2482" "30309" "0.700254049952159"
"37" "k141_2959" "0" "217.6667" "14463" "0.721496231763811"
"38" "k141_3910" "0" "239.8513" "70873" "0.708803070280643"
"39" "k141_57" "0" "327.1934" "28380" "0.620119802677942"
"40" "k141_2168" "1" "226.3128" "54401" "0.729214536497491"
"41" "k141_5977" "0" "240.8296" "31130" "0.702955348538387"
"42" "k141_2196" "0" "232.5155" "21210" "0.715605846298916"
"43" "k141_2197" "1" "30.1549" "425" "0.689411764705882"
"44" "k141_2209" "0" "236.9853" "3685" "0.653188602442334"
"45" "k141_4890" "1" "249.9348" "84205" "0.677156938424084"
"46" "k141_2225" "0" "349.6032" "11667" "0.609582583354761"
"47" "k141_4893" "1" "219.4014" "8190" "0.7001221001221"
"48" "k141_2233" "0" "204.4029" "692" "0.706647398843931"
"49" "k141_64" "0" "245.7866" "50667" "0.702804586811929"
"50" "k141_2235" "1" "236.806" "25685" "0.708156511582636"
"51" "k141_137" "0" "327.0644" "4936" "0.631888168557536"
"52" "k141_6904" "0" "234" "98953" "0.7063656483381"
"53" "k141_3986" "0" "241.6347" "72390" "0.688368559193259"
"54" "k141_194" "0" "199.7921" "6960" "0.69382183908046"
"55" "k141_2975" "0" "234" "98078" "0.710444748057668"
"56" "k141_8910" "0" "211.5055" "134216" "0.718617750491745"
"57" "k141_4016" "0" "243.5317" "9300" "0.714731182795699"
"58" "k141_2995" "0" "225.572" "1176" "0.593537414965986"
"59" "k141_238" "0" "148.1259" "856" "0.684579439252336"
"60" "k141_8931" "0" "224" "514" "0.729571984435798"
"61" "k141_4956" "0" "234" "56934" "0.696297467242772"
"62" "k141_3006" "0" "387" "12160" "0.644983552631579"
"63" "k141_4024" "0" "249.6644" "16535" "0.665739340792259"
"64" "k141_4025" "0" "230.3704" "2082" "0.658021133525456"
"65" "k141_4040" "1" "56.8247" "723" "0.614107883817427"
"66" "k141_4041" "1" "211" "347" "0.697406340057637"
"67" "k141_1090" "0" "250.9434" "163595" "0.674556068339497"
"68" "k141_3016" "0" "244.8101" "12075" "0.556024844720497"
"69" "k141_2238" "0" "242" "76752" "0.700776526996039"
"70" "k141_7932" "0" "235.9378" "166279" "0.70496575033528"
"71" "k141_4979" "0" "257.7544" "23174" "0.663372745318029"
"72" "k141_4981" "0" "220.0928" "917" "0.639040348964013"
"73" "k141_2262" "0" "286.9899" "3323" "0.640385194101715"
"74" "k141_5019" "0" "259.4765" "1077" "0.650882079851439"
"75" "k141_256" "0" "228.7784" "45408" "0.718529774489077"
"76" "k141_6123" "0" "231.5879" "99755" "0.721026514961656"
"77" "k141_8939" "0" "234.1217" "54223" "0.710362761189901"
"78" "k141_2272" "0" "257.1056" "12784" "0.657775344180225"
"79" "k141_6139" "0" "227.2082" "6448" "0.642524813895782"
"80" "k141_8942" "0" "228.5144" "20846" "0.714237743451981"
"81" "k141_6141" "0" "256.0357" "19520" "0.649231557377049"
"82" "k141_1106" "1" "233" "59747" "0.718010946156292"
"83" "k141_276" "0" "229.7203" "36162" "0.718295448260605"
"84" "k141_1118" "1" "16.3808" "506" "0.673913043478261"
"85" "k141_2450" "0" "355" "903" "0.665559246954596"
"86" "k141_9029" "1" "18" "328" "0.579268292682927"
"87" "k141_310" "0" "167" "501" "0.676646706586826"
"88" "k141_2464" "0" "241.909" "3591" "0.594820384294068"
"89" "k141_2469" "0" "580" "692" "0.622832369942196"
"90" "k141_6148" "0" "258.4132" "9814" "0.623802730792745"
"91" "k141_6163" "0" "262.0248" "2844" "0.65365682137834"
"92" "k141_9082" "0" "334.1014" "2655" "0.607532956685499"
"93" "k141_3056" "0" "248.9268" "74698" "0.697970494524619"
