"Contig" "flag" "cov" "len" "GC"
"1" "k141_4971" "0" "43.0227" "670" "0.68955223880597"
"2" "k141_9930" "0" "37.3846" "739" "0.644113667117727"
"3" "k141_17364" "0" "38.4563" "1000" "0.715"
"4" "k141_12406" "1" "257.7391" "4438" "0.633168093735917"
"5" "k141_9946" "0" "341.9015" "1634" "0.6468788249694"
"6" "k141_12421" "0" "238.6896" "534" "0.679775280898876"
"7" "k141_2482" "0" "204.1332" "10496" "0.673685213414634"
"8" "k141_17381" "0" "177.5838" "5797" "0.643091254096947"
"9" "k141_2490" "1" "88.4969" "1576" "0.693527918781726"
"10" "k141_14932" "0" "189.2844" "3517" "0.707136764287745"
"11" "k141_2504" "0" "100.2517" "431" "0.68677494199536"
"12" "k141_7503" "0" "239.8671" "5364" "0.688292319164802"
"13" "k141_2510" "1" "13.15" "561" "0.636363636363636"
"14" "k141_5008" "0" "267.561" "8522" "0.671790659469608"
"15" "k141_14935" "0" "273" "4094" "0.622618466047875"
"16" "k141_17414" "0" "77.4007" "1214" "0.652388797364086"
"17" "k141_17415" "1" "109.6723" "904" "0.674778761061947"
"18" "k141_19833" "0" "187" "21228" "0.684897305445638"
"19" "k141_14951" "0" "121.0408" "1024" "0.6279296875"
"20" "k141_14954" "1" "19" "382" "0.628272251308901"
"21" "k141_17439" "0" "249.5677" "1071" "0.633053221288515"
"22" "k141_7555" "0" "97.2389" "455" "0.683516483516484"
"23" "k141_5015" "0" "168.1748" "9099" "0.625013737773382"
"24" "k141_17456" "0" "150.1247" "1304" "0.695552147239264"
"25" "k141_7575" "0" "211" "406" "0.637931034482759"
"26" "k141_2591" "1" "23" "309" "0.56957928802589"
"27" "k141_19909" "0" "197" "357" "0.669467787114846"
"28" "k141_2604" "0" "373.4825" "2255" "0.646119733924612"
"29" "k141_17461" "0" "191.5117" "8095" "0.65645460160593"
"30" "k141_22312" "0" "188.9024" "42498" "0.653748411689962"
"31" "k141_17470" "1" "304.377" "3523" "0.654271927334658"
"32" "k141_19951" "0" "55.0811" "881" "0.645856980703746"
"33" "k141_19" "3" "270" "43450" "0.637445339470656"
"34" "k141_14960" "1" "191.918" "26189" "0.700255832601474"
"35" "k141_14970" "0" "247.3581" "800" "0.6775"
"36" "k141_7577" "0" "196.208" "21920" "0.697901459854015"
"37" "k141_5104" "0" "183.9903" "7060" "0.639518413597734"
"38" "k141_5112" "0" "76" "353" "0.713881019830028"
"39" "k141_14991" "0" "88.6364" "1318" "0.663125948406677"
"40" "k141_2624" "1" "254.4087" "16837" "0.633010631347627"
"41" "k141_5113" "0" "285.7176" "9142" "0.628965215488952"
"42" "k141_7655" "1" "160" "3803" "0.694977649224297"
"43" "k141_9983" "0" "179.9285" "58855" "0.714671650666893"
"44" "k141_2665" "0" "228.2926" "7232" "0.665237831858407"
"45" "k141_15059" "0" "218" "3891" "0.64148033924441"
"46" "k141_5122" "0" "319.3442" "10842" "0.622302158273381"
"47" "k141_7691" "0" "79.8312" "378" "0.693121693121693"
"48" "k141_22345" "0" "189.7179" "29617" "0.703278522470203"
"49" "k141_5127" "0" "191.4159" "7335" "0.621540558963872"
"50" "k141_7740" "0" "439.7092" "282" "0.666666666666667"
"51" "k141_7767" "1" "164.4216" "1939" "0.717380092831356"
"52" "k141_15109" "0" "199.6256" "14613" "0.662218572503935"
"53" "k141_10081" "0" "189.6321" "9136" "0.641637478108581"
"54" "k141_5128" "0" "189" "17873" "0.697532591059139"
"55" "k141_10085" "0" "243.6323" "3421" "0.647179187372113"
"56" "k141_5142" "0" "259.4542" "3120" "0.621474358974359"
"57" "k141_22356" "0" "199" "36361" "0.682131954566706"
"58" "k141_15139" "0" "189.273" "11580" "0.656044905008636"
"59" "k141_10097" "0" "189.6031" "14844" "0.704998652654271"
"60" "k141_5206" "0" "298" "4394" "0.652480655439235"
"61" "k141_22387" "0" "50.1752" "1197" "0.617376775271512"
"62" "k141_17575" "0" "185.266" "61890" "0.680933915010502"
"63" "k141_45" "0" "184.9493" "80018" "0.675248069184433"
"64" "k141_15179" "0" "193.3891" "7091" "0.736426456071076"
"65" "k141_62" "0" "155.8705" "1763" "0.679523539421441"
"66" "k141_17596" "0" "188.1181" "5044" "0.617565424266455"
"67" "k141_10160" "0" "33" "457" "0.599562363238512"
"68" "k141_5262" "0" "369.8161" "1636" "0.672371638141809"
"69" "k141_15181" "0" "215.3189" "3503" "0.619469026548673"
"70" "k141_10183" "1" "24" "301" "0.694352159468439"
"71" "k141_10184" "1" "11.5919" "734" "0.640326975476839"
"72" "k141_5266" "0" "228.0478" "3569" "0.659288316054917"
"73" "k141_7817" "1" "313.8113" "36624" "0.633245958934032"
"74" "k141_7819" "0" "200" "683" "0.71303074670571"
"75" "k141_7822" "1" "133" "337" "0.673590504451039"
"76" "k141_5283" "0" "390" "2406" "0.695344970906068"
"77" "k141_22460" "0" "173.8382" "6731" "0.60377358490566"
"78" "k141_125" "1" "111" "355" "0.72112676056338"
"79" "k141_7838" "0" "192.8314" "1244" "0.717845659163987"
"80" "k141_12521" "0" "185.9672" "124123" "0.703310425948454"
"81" "k141_126" "0" "153.9013" "6168" "0.69795719844358"
"82" "k141_5298" "0" "207.5259" "7703" "0.63507724263274"
"83" "k141_10265" "0" "162.6053" "972" "0.60082304526749"
"84" "k141_19966" "0" "188.7868" "112556" "0.684876861295711"
"85" "k141_15277" "0" "284.916" "5203" "0.618681529886604"
"86" "k141_12534" "0" "252.7905" "6481" "0.638173121431878"
"87" "k141_7914" "1" "156" "301" "0.764119601328904"
"88" "k141_22573" "0" "151.9211" "369" "0.734417344173442"
"89" "k141_10327" "0" "407" "1374" "0.649927219796215"
"90" "k141_22588" "1" "16.7746" "456" "0.655701754385965"
"91" "k141_2670" "0" "192.1377" "97258" "0.680180550700199"
"92" "k141_17783" "1" "95.8414" "513" "0.777777777777778"
"93" "k141_7959" "0" "199" "1280" "0.65859375"
"94" "k141_2679" "0" "166.5302" "605" "0.692561983471074"
"95" "k141_17792" "0" "197" "387" "0.679586563307494"
"96" "k141_15278" "0" "186" "14021" "0.712787960915769"
"97" "k141_17801" "1" "338" "318" "0.59748427672956"
"98" "k141_10334" "0" "292.3671" "9610" "0.668262226847034"
"99" "k141_20044" "0" "193.3748" "6932" "0.604154645124062"
"100" "k141_12600" "0" "251.4577" "10046" "0.63139558033048"
"101" "k141_15316" "1" "263" "370" "0.675675675675676"
"102" "k141_5413" "0" "182.254" "7792" "0.699306981519507"
"103" "k141_15317" "0" "120.3377" "1974" "0.630192502532928"
"104" "k141_15325" "0" "104" "464" "0.663793103448276"
"105" "k141_22662" "0" "155.5693" "1720" "0.688372093023256"
"106" "k141_22685" "0" "108" "214" "0.691588785046729"
"107" "k141_2682" "0" "177.9527" "20775" "0.700409145607702"
"108" "k141_5432" "0" "180.512" "8255" "0.697032101756511"
"109" "k141_10373" "0" "194.7695" "12282" "0.598843836508712"
"110" "k141_8102" "0" "104" "454" "0.594713656387665"
"111" "k141_17954" "0" "115.2953" "1255" "0.654183266932271"
"112" "k141_8132" "0" "101.9849" "606" "0.635313531353135"
"113" "k141_22755" "0" "486.443" "1721" "0.662405578152237"
"114" "k141_5492" "1" "196.6183" "623" "0.701444622792937"
"115" "k141_5519" "0" "138.1811" "859" "0.70197904540163"
"116" "k141_18008" "0" "25" "494" "0.753036437246964"
"117" "k141_8183" "0" "247.9509" "1506" "0.695883134130146"
"118" "k141_22797" "0" "221.1926" "6163" "0.662826545513549"
