"Contig" "flag" "cov" "len" "GC"
"1" "k141_11678" "1" "223" "5003" "0.688586847891265"
"2" "k141_2613" "0" "319.7831" "10597" "0.607624799471549"
"3" "k141_1375" "0" "285.9142" "642" "0.808411214953271"
"4" "k141_6585" "1" "12" "320" "0.60625"
"5" "k141_5230" "0" "287.4746" "14744" "0.657013022246338"
"6" "k141_2660" "0" "260.822" "933" "0.707395498392283"
"7" "k141_5241" "1" "56.411" "1270" "0.648818897637795"
"8" "k141_6650" "0" "151.2481" "1044" "0.727011494252874"
"9" "k141_5293" "0" "19" "357" "0.700280112044818"
"10" "k141_5294" "0" "17.8114" "475" "0.692631578947368"
"11" "k141_8017" "1" "778.0634" "7951" "0.582442460067916"
"12" "k141_105" "0" "307.6608" "26387" "0.637814075112745"
"13" "k141_11862" "1" "53" "320" "0.671875"
"14" "k141_5314" "0" "311.0805" "3717" "0.650793650793651"
"15" "k141_6662" "1" "267.9033" "10893" "0.708620214816855"
"16" "k141_2696" "0" "280" "25260" "0.689113222486144"
"17" "k141_6694" "0" "273.0566" "565" "0.676106194690265"
"18" "k141_217" "0" "159.2842" "514" "0.667315175097276"
"19" "k141_11889" "0" "268.6648" "18530" "0.658985429033999"
"20" "k141_2728" "0" "271.6571" "17528" "0.728491556366956"
"21" "k141_302" "1" "50" "323" "0.746130030959752"
"22" "k141_306" "1" "235" "301" "0.697674418604651"
"23" "k141_10464" "0" "281" "69229" "0.697308931228242"
"24" "k141_9112" "0" "289.3598" "80616" "0.670735337898184"
"25" "k141_3895" "0" "277.2867" "92508" "0.706609158126865"
"26" "k141_3907" "1" "230" "437" "0.74370709382151"
"27" "k141_9150" "0" "212.4547" "2870" "0.637979094076655"
"28" "k141_10539" "0" "363.0601" "607" "0.639209225700165"
"29" "k141_9183" "0" "313.9118" "3158" "0.654211526282457"
"30" "k141_474" "0" "90.3577" "907" "0.699007717750827"
"31" "k141_6705" "1" "271.7973" "72059" "0.706573779819315"
"32" "k141_583" "1" "317" "347" "0.657060518731988"
"33" "k141_11918" "1" "332.9072" "78844" "0.698696159504845"
"34" "k141_6708" "0" "306.4769" "25882" "0.58886484815702"
"35" "k141_586" "0" "432.1672" "14666" "0.60473203327424"
"36" "k141_9193" "0" "289.8702" "49111" "0.687340921585795"
"37" "k141_6756" "1" "76" "301" "0.720930232558139"
"38" "k141_1445" "0" "322.9513" "145456" "0.679236332636674"
"39" "k141_705" "0" "259.764" "4769" "0.680645837701824"
"40" "k141_3941" "1" "271.0041" "89589" "0.710455524673788"
"41" "k141_6902" "0" "230" "209" "0.674641148325359"
"42" "k141_1585" "0" "271.8911" "4026" "0.666666666666667"
"43" "k141_1591" "1" "209" "348" "0.652298850574713"
"44" "k141_12052" "1" "327.3689" "31279" "0.606285367179258"
"45" "k141_6975" "0" "266.1915" "6637" "0.659484706945909"
"46" "k141_6978" "0" "100.4237" "1012" "0.708498023715415"
"47" "k141_12133" "0" "213.6626" "304" "0.657894736842105"
"48" "k141_3949" "0" "281.6731" "37240" "0.705451127819549"
"49" "k141_5334" "0" "286.0025" "188498" "0.687142569151927"
"50" "k141_5340" "1" "24.9912" "708" "0.747175141242938"
"51" "k141_12161" "0" "371.8032" "5817" "0.547189272821042"
"52" "k141_9194" "0" "278.6195" "72131" "0.67299774022265"
"53" "k141_12200" "0" "311.2079" "1651" "0.66626287098728"
"54" "k141_814" "0" "284.8882" "56041" "0.676183508502703"
"55" "k141_8101" "0" "283.4727" "300073" "0.694051114228871"
"56" "k141_5384" "1" "43.1043" "831" "0.690734055354994"
"57" "k141_1710" "1" "285.8605" "90032" "0.658754665007997"
"58" "k141_914" "0" "393.9453" "1457" "0.710363761153054"
"59" "k141_963" "1" "152" "1139" "0.655838454784899"
"60" "k141_2847" "0" "288.9752" "255641" "0.694614713602278"
"61" "k141_2870" "1" "179" "301" "0.767441860465116"
"62" "k141_3998" "0" "285.9505" "126703" "0.67734781339037"
"63" "k141_5587" "0" "322.8384" "4664" "0.565180102915952"
"64" "k141_12232" "1" "279.2358" "40235" "0.708139679383621"
"65" "k141_1739" "1" "283.6983" "41415" "0.698032113968369"
"66" "k141_9307" "0" "272.8056" "30919" "0.708464051230635"
"67" "k141_5623" "0" "260.9223" "3462" "0.564702484113229"
"68" "k141_8175" "0" "280.782" "56661" "0.703570357035704"
"69" "k141_10544" "0" "283.2963" "275912" "0.697331033083012"
"70" "k141_1026" "0" "248.6604" "16205" "0.684480098734958"
"71" "k141_8219" "0" "30" "497" "0.688128772635815"
"72" "k141_8259" "0" "44.7305" "282" "0.780141843971631"
"73" "k141_7374" "0" "312.6801" "21599" "0.663225149312468"
"74" "k141_9407" "0" "284.3748" "20582" "0.70551938587115"
"75" "k141_5746" "0" "275.7761" "27165" "0.702926559911651"
"76" "k141_1748" "0" "268.5409" "65522" "0.712462989530234"
"77" "k141_1784" "0" "51.4011" "889" "0.719910011248594"
