"Contig" "flag" "cov" "len" "GC"
"1" "k141_1735" "1" "17.6667" "369" "0.677506775067751"
"2" "k141_3462" "0" "334.4003" "833" "0.707082833133253"
"3" "k141_6922" "0" "251" "330" "0.657575757575758"
"4" "k141_13836" "0" "146" "496" "0.717741935483871"
"5" "k141_8670" "0" "352" "1519" "0.653719552337064"
"6" "k141_15570" "0" "134.73" "1563" "0.638515674984005"
"7" "k141_6949" "0" "267.6002" "2307" "0.621586475942783"
"8" "k141_11" "0" "173.7249" "13974" "0.625661943609561"
"9" "k141_6983" "1" "110.1603" "715" "0.647552447552448"
"10" "k141_3483" "0" "153.5823" "16256" "0.660310039370079"
"11" "k141_3484" "1" "250.9013" "6309" "0.644000634014899"
"12" "k141_16" "0" "155.4098" "15970" "0.671008140262993"
"13" "k141_7021" "1" "181.057" "9460" "0.660887949260042"
"14" "k141_1758" "0" "158.8918" "32278" "0.696883326104467"
"15" "k141_79" "1" "30" "327" "0.666666666666667"
"16" "k141_13869" "0" "148.0042" "36702" "0.685711950302436"
"17" "k141_10406" "0" "155.8297" "40183" "0.690018166886494"
"18" "k141_95" "0" "107.0617" "2444" "0.719721767594108"
"19" "k141_1772" "1" "146.6572" "17178" "0.716032134125044"
"20" "k141_10459" "0" "24.5788" "528" "0.725378787878788"
"21" "k141_1779" "0" "285.227" "16363" "0.60789586261688"
"22" "k141_12122" "1" "143.3341" "75757" "0.69876051057988"
"23" "k141_1793" "1" "147.0246" "13578" "0.656061275592871"
"24" "k141_1804" "0" "228.4754" "1765" "0.643626062322946"
"25" "k141_1807" "0" "172.5723" "1890" "0.693650793650794"
"26" "k141_1809" "0" "182.0293" "1166" "0.711835334476844"
"27" "k141_13873" "0" "153.8645" "49807" "0.69241271307246"
"28" "k141_7036" "1" "152.7376" "64135" "0.693537070242457"
"29" "k141_12214" "0" "91.7251" "472" "0.629237288135593"
"30" "k141_7045" "0" "159" "250" "0.7"
"31" "k141_8703" "0" "157.9632" "93930" "0.69137655701054"
"32" "k141_15572" "0" "153.2497" "112485" "0.687469440369827"
"33" "k141_8728" "0" "145.7245" "11720" "0.693088737201365"
"34" "k141_14035" "1" "148" "337" "0.732937685459941"
"35" "k141_14041" "0" "135.5563" "4286" "0.674988334111059"
"36" "k141_14043" "1" "154" "331" "0.719033232628399"
"37" "k141_1839" "0" "174.8383" "33489" "0.672907521872854"
"38" "k141_8729" "0" "257.1628" "17345" "0.673219948111848"
"39" "k141_10499" "0" "157.9575" "81318" "0.680206104429524"
"40" "k141_1879" "0" "161.4291" "6345" "0.587234042553191"
"41" "k141_1880" "0" "222.2958" "5506" "0.632401017072285"
"42" "k141_14090" "1" "135" "14445" "0.690342679127726"
"43" "k141_8731" "0" "162.4374" "17593" "0.635309498095834"
"44" "k141_8733" "0" "292.9573" "6540" "0.656422018348624"
"45" "k141_10510" "0" "178.1329" "14321" "0.681935619021018"
"46" "k141_105" "0" "152.1978" "116455" "0.700442230904641"
"47" "k141_14099" "0" "156.7144" "12156" "0.673576834485028"
"48" "k141_12262" "1" "148.4048" "69769" "0.69591079132566"
"49" "k141_3492" "0" "184.204" "154580" "0.677215681200673"
"50" "k141_1898" "0" "148.2228" "26446" "0.677380322165923"
"51" "k141_14125" "0" "257.7513" "9232" "0.643847487001733"
"52" "k141_12310" "0" "130.2084" "2818" "0.642299503193754"
"53" "k141_14167" "1" "253" "345" "0.715942028985507"
"54" "k141_7102" "0" "146.8351" "83312" "0.707281063952372"
"55" "k141_7104" "1" "148" "313" "0.63258785942492"
"56" "k141_14186" "1" "319" "348" "0.652298850574713"
"57" "k141_5188" "1" "156.6744" "200491" "0.675511618975415"
"58" "k141_3518" "0" "145.1051" "13265" "0.690463626083679"
"59" "k141_12320" "0" "281.4254" "9991" "0.588129316384746"
"60" "k141_3537" "0" "142" "458" "0.655021834061135"
"61" "k141_8786" "0" "153.5128" "34370" "0.69127145766657"
"62" "k141_8791" "0" "137.6301" "360" "0.722222222222222"
"63" "k141_12328" "0" "147.2476" "8738" "0.684023804074159"
"64" "k141_5233" "0" "150.6034" "7493" "0.675030028026158"
"65" "k141_8820" "0" "230" "1380" "0.731884057971015"
"66" "k141_12359" "1" "139.4783" "394" "0.629441624365482"
"67" "k141_7182" "0" "178.6481" "11270" "0.640905057675244"
"68" "k141_1945" "1" "160.3969" "34736" "0.680964993090742"
"69" "k141_14331" "0" "146.8097" "2196" "0.688979963570127"
"70" "k141_1959" "0" "291" "869" "0.700805523590334"
"71" "k141_5236" "0" "157.9554" "14866" "0.694403336472488"
"72" "k141_198" "0" "155.0747" "54405" "0.660178292436357"
"73" "k141_10535" "0" "153.9523" "70743" "0.686400067851236"
"74" "k141_1989" "1" "92.6718" "4050" "0.594567901234568"
"75" "k141_3549" "0" "149" "35403" "0.698019941812841"
"76" "k141_1997" "1" "17" "321" "0.56386292834891"
"77" "k141_8880" "0" "141.626" "17860" "0.696248600223964"
"78" "k141_5265" "1" "128.3473" "9628" "0.702638138761944"
"79" "k141_5330" "0" "161.7531" "1737" "0.734599884858952"
"80" "k141_214" "0" "158.646" "19777" "0.662688982150983"
"81" "k141_5341" "0" "981.9799" "1737" "0.670120898100173"
"82" "k141_8994" "0" "220.1759" "1949" "0.656747049769112"
"83" "k141_12368" "0" "163.0688" "56808" "0.64668708632587"
"84" "k141_10579" "0" "148.782" "30017" "0.695206049905054"
"85" "k141_10607" "0" "214.7795" "472" "0.705508474576271"
"86" "k141_2137" "0" "152.7795" "15308" "0.68336817350405"
"87" "k141_2139" "0" "139.2118" "13294" "0.652023469234241"
"88" "k141_10682" "0" "93.5527" "416" "0.745192307692308"
"89" "k141_3602" "0" "156.2632" "52227" "0.692611101537519"
"90" "k141_263" "0" "146.7549" "32899" "0.685704732666646"
"91" "k141_10708" "1" "20.0782" "384" "0.671875"
"92" "k141_10714" "0" "75.3478" "394" "0.682741116751269"
"93" "k141_5372" "0" "196.8756" "36381" "0.677111679173195"
"94" "k141_5374" "0" "81.4507" "354" "0.655367231638418"
"95" "k141_270" "0" "153.9363" "2699" "0.641348647647277"
"96" "k141_2141" "0" "149.7233" "11988" "0.711795128461795"
"97" "k141_5384" "1" "119.059" "2923" "0.601094765651728"
"98" "k141_9003" "0" "250.8713" "42892" "0.667653641704747"
"99" "k141_293" "0" "132.1946" "3456" "0.69068287037037"
"100" "k141_10718" "0" "137.9652" "11417" "0.696505211526671"
"101" "k141_9034" "1" "144" "319" "0.705329153605016"
"102" "k141_3608" "0" "167.7616" "15551" "0.69461770947206"
"103" "k141_7196" "0" "184.9583" "97234" "0.638912314622457"
"104" "k141_5439" "0" "223" "418" "0.705741626794258"
"105" "k141_10766" "1" "155" "443" "0.715575620767494"
"106" "k141_318" "0" "156.2198" "8939" "0.661371518066898"
"107" "k141_10782" "0" "27.4074" "438" "0.719178082191781"
"108" "k141_3644" "0" "248.836" "2677" "0.736645498692566"
"109" "k141_10845" "0" "188" "2473" "0.69268095430651"
"110" "k141_2293" "0" "169.4118" "6462" "0.669606932838131"
"111" "k141_398" "0" "143.5147" "650" "0.68"
"112" "k141_10855" "0" "51.1246" "751" "0.701731025299601"
"113" "k141_7218" "0" "148.8629" "28212" "0.709768892669786"
"114" "k141_14351" "1" "155.9732" "127332" "0.692119812772909"
"115" "k141_7231" "0" "176" "1154" "0.673310225303293"
"116" "k141_5541" "0" "156.9198" "19519" "0.658332906398893"
"117" "k141_7235" "0" "154.7774" "5846" "0.661477933629832"
"118" "k141_2346" "0" "222.3324" "9795" "0.646452271567126"
"119" "k141_7239" "1" "147" "349" "0.744985673352435"
"120" "k141_2347" "0" "43.2849" "320" "0.71875"
"121" "k141_12370" "0" "147.5035" "92600" "0.698012958963283"
"122" "k141_3849" "0" "74.259" "751" "0.717709720372836"
"123" "k141_3883" "1" "15" "428" "0.726635514018692"
"124" "k141_5582" "0" "253.497" "11207" "0.647095565271705"
"125" "k141_3886" "0" "258.6519" "1543" "0.649384316267012"
"126" "k141_5587" "0" "852.7736" "777" "0.667953667953668"
"127" "k141_12486" "0" "216" "1184" "0.721283783783784"
"128" "k141_7413" "1" "46" "301" "0.614617940199336"
"129" "k141_10907" "0" "158.9189" "43009" "0.675556278918366"
"130" "k141_545" "0" "164.8377" "26209" "0.677286428326147"
"131" "k141_2351" "1" "151.9703" "35721" "0.690518182581675"
"132" "k141_5639" "0" "250.7138" "12707" "0.638388289918942"
"133" "k141_5650" "1" "10.0249" "664" "0.643072289156627"
"134" "k141_12567" "0" "266" "1667" "0.736052789442112"
"135" "k141_2408" "1" "110" "301" "0.631229235880399"
"136" "k141_15584" "0" "154.9776" "295693" "0.684605317001079"
"137" "k141_586" "0" "152.1057" "9149" "0.685539403213466"
"138" "k141_7492" "0" "313.4764" "2114" "0.653263954588458"
"139" "k141_14392" "0" "147.9437" "57572" "0.701382616549712"
"140" "k141_9263" "1" "153.6615" "62979" "0.698359770717223"
"141" "k141_10943" "0" "144.6657" "19094" "0.709856499423903"
"142" "k141_589" "0" "151.7084" "17231" "0.686379200278568"
"143" "k141_593" "0" "150.5533" "13572" "0.655319776009431"
"144" "k141_597" "0" "154.827" "3048" "0.661089238845144"
"145" "k141_12699" "1" "149.8152" "17882" "0.690079409462029"
"146" "k141_15590" "0" "166.8146" "39531" "0.624041891174015"
"147" "k141_9295" "1" "147.7404" "25053" "0.695804893625514"
"148" "k141_609" "1" "234.4509" "2443" "0.553827261563651"
"149" "k141_2548" "0" "287.9224" "18560" "0.647359913793103"
"150" "k141_2552" "0" "80.7169" "865" "0.668208092485549"
"151" "k141_619" "0" "80.0418" "1051" "0.641294005708849"
"152" "k141_624" "0" "150" "345" "0.669565217391304"
"153" "k141_15602" "1" "139.5189" "4300" "0.68046511627907"
"154" "k141_3894" "1" "156.9622" "91013" "0.679441398481536"
"155" "k141_12719" "0" "159.5787" "17125" "0.712233576642336"
"156" "k141_9305" "0" "154" "21512" "0.682037932316846"
"157" "k141_15612" "0" "138.1999" "17052" "0.706896551724138"
"158" "k141_14484" "0" "154.2578" "42289" "0.689068079169524"
"159" "k141_2561" "0" "178.9283" "22384" "0.702868120085776"
"160" "k141_12773" "1" "148.5062" "5878" "0.700748553929908"
"161" "k141_9360" "0" "122.4643" "477" "0.691823899371069"
"162" "k141_12817" "0" "63.1905" "834" "0.660671462829736"
"163" "k141_9405" "0" "146" "523" "0.694072657743786"
"164" "k141_15740" "0" "202.5687" "3334" "0.638572285542891"
"165" "k141_2585" "0" "147.8892" "29332" "0.715021137324424"
"166" "k141_2586" "0" "104.3397" "871" "0.64638346727899"
"167" "k141_15748" "0" "161.0477" "7580" "0.651715039577836"
"168" "k141_7537" "0" "152.6012" "94815" "0.702515424774561"
"169" "k141_9435" "0" "151.4856" "18927" "0.691815924340889"
"170" "k141_15750" "0" "158" "7642" "0.694844281601675"
"171" "k141_14612" "0" "161.6349" "19546" "0.66044203417579"
"172" "k141_5832" "0" "155" "90845" "0.698233254444383"
"173" "k141_5841" "0" "68.5397" "393" "0.748091603053435"
"174" "k141_3908" "1" "151.9477" "63653" "0.685780717326756"
"175" "k141_7553" "0" "157.2507" "13342" "0.692474891320642"
"176" "k141_633" "0" "158.8576" "76662" "0.678158670527771"
"177" "k141_647" "0" "188" "342" "0.745614035087719"
"178" "k141_2724" "0" "165" "372" "0.755376344086022"
"179" "k141_14617" "0" "152.8172" "18430" "0.67069994574064"
"180" "k141_10944" "1" "155.9669" "123203" "0.682385980860856"
"181" "k141_2768" "1" "147" "304" "0.644736842105263"
"182" "k141_3948" "0" "149.0192" "9462" "0.690657366307335"
"183" "k141_12823" "0" "159.9376" "56185" "0.694171042093085"
"184" "k141_5906" "0" "147.0633" "6899" "0.625018118567908"
"185" "k141_685" "0" "266.1307" "11723" "0.668173675680287"
"186" "k141_715" "0" "116.3343" "494" "0.773279352226721"
"187" "k141_3966" "0" "147.838" "20104" "0.698517707918822"
"188" "k141_14665" "0" "165" "21670" "0.682187355791417"
"189" "k141_4011" "0" "68.6031" "650" "0.681538461538462"
"190" "k141_10961" "0" "155" "47756" "0.674930898735237"
"191" "k141_6131" "1" "101" "328" "0.73780487804878"
"192" "k141_12948" "0" "184.3857" "20807" "0.657951650886721"
"193" "k141_3016" "1" "22" "301" "0.548172757475083"
"194" "k141_6164" "1" "156" "348" "0.658045977011494"
"195" "k141_15762" "0" "151.7278" "87978" "0.695378390052058"
"196" "k141_930" "0" "300.4968" "5403" "0.602813251897094"
"197" "k141_933" "1" "12" "301" "0.674418604651163"
"198" "k141_937" "0" "401.1284" "1668" "0.637889688249401"
"199" "k141_938" "0" "312" "1893" "0.704701531959852"
"200" "k141_4127" "0" "164.6607" "21350" "0.650117096018735"
"201" "k141_9671" "0" "176.2244" "64276" "0.679942746903977"
"202" "k141_9687" "1" "230" "331" "0.743202416918429"
"203" "k141_3183" "1" "20" "415" "0.701204819277108"
"204" "k141_4167" "1" "144" "308" "0.694805194805195"
"205" "k141_1001" "0" "173.5877" "8789" "0.6512686312436"
"206" "k141_15774" "0" "162.3761" "32042" "0.684351788277885"
"207" "k141_4193" "1" "246.3926" "7173" "0.653422556810261"
"208" "k141_11016" "1" "153.922" "43275" "0.661097631426921"
"209" "k141_4270" "0" "169" "539" "0.701298701298701"
"210" "k141_7556" "0" "163.9454" "131595" "0.695216383601201"
"211" "k141_9943" "0" "492.1324" "277" "0.620938628158845"
"212" "k141_7580" "1" "148" "399" "0.694235588972431"
"213" "k141_1172" "0" "222.9426" "4115" "0.629161603888214"
"214" "k141_6430" "1" "162.8256" "22070" "0.674807430901676"
"215" "k141_15860" "1" "151.6857" "21283" "0.690363200676596"
"216" "k141_11082" "1" "273.2493" "24370" "0.639310627821091"
"217" "k141_14985" "1" "149.9103" "36687" "0.693460898956033"
"218" "k141_1258" "0" "22.2287" "434" "0.668202764976959"
"219" "k141_7689" "0" "149" "429" "0.734265734265734"
"220" "k141_1269" "0" "127.0472" "395" "0.691139240506329"
"221" "k141_7700" "1" "29" "345" "0.715942028985507"
"222" "k141_1270" "0" "234.6035" "8225" "0.642917933130699"
"223" "k141_10220" "1" "147.9275" "279" "0.756272401433692"
"224" "k141_6603" "0" "190.2473" "2094" "0.653772683858644"
"225" "k141_10232" "0" "226" "350" "0.708571428571429"
"226" "k141_3433" "0" "158.7836" "32262" "0.672152997334325"
"227" "k141_15111" "0" "124.6766" "342" "0.742690058479532"
"228" "k141_15127" "1" "107" "301" "0.677740863787375"
"229" "k141_15889" "1" "268.2669" "34753" "0.660892584812822"
"230" "k141_4327" "0" "159.9318" "51395" "0.675571553653079"
"231" "k141_15148" "0" "151.3613" "3451" "0.709069834830484"
"232" "k141_15917" "1" "22" "315" "0.726984126984127"
"233" "k141_13023" "0" "157.9721" "123995" "0.662349288277753"
"234" "k141_1462" "1" "20" "301" "0.627906976744186"
"235" "k141_11319" "0" "298.5357" "15047" "0.622981325181099"
"236" "k141_10347" "1" "154.1488" "22756" "0.686324485849886"
"237" "k141_16012" "1" "180" "309" "0.663430420711974"
"238" "k141_4453" "1" "144" "349" "0.736389684813754"
"239" "k141_10351" "0" "128.476" "5515" "0.712420670897552"
"240" "k141_6848" "1" "155" "309" "0.702265372168285"
"241" "k141_13125" "0" "110.6154" "258" "0.744186046511628"
"242" "k141_13145" "0" "75" "539" "0.75139146567718"
"243" "k141_15169" "1" "157.9223" "44611" "0.664679115016476"
"244" "k141_4581" "0" "186" "529" "0.674858223062382"
"245" "k141_13182" "1" "296.0256" "6824" "0.630715123094959"
"246" "k141_4586" "0" "176" "7921" "0.636914530993561"
"247" "k141_16143" "0" "151.8606" "23976" "0.670378712045379"
"248" "k141_11517" "1" "151.8557" "23165" "0.681286423483704"
"249" "k141_7767" "0" "170.0961" "116828" "0.684998459273462"
"250" "k141_7772" "0" "162.8475" "23507" "0.593865657038329"
"251" "k141_7774" "0" "150" "1931" "0.700155359917141"
"252" "k141_15206" "0" "153" "104950" "0.677379704621248"
"253" "k141_16263" "0" "149.8658" "48710" "0.687353726134264"
"254" "k141_15216" "0" "131.75" "2397" "0.639549436795995"
"255" "k141_7863" "0" "146.7502" "6219" "0.633059977488342"
"256" "k141_11628" "0" "156.855" "47488" "0.699018699460916"
"257" "k141_4905" "0" "158.7682" "30132" "0.647583963892208"
"258" "k141_16347" "1" "10.845" "341" "0.706744868035191"
"259" "k141_15327" "0" "224" "334" "0.607784431137725"
"260" "k141_11700" "1" "38" "301" "0.684385382059801"
"261" "k141_13297" "0" "152.9473" "126947" "0.685648341433827"
"262" "k141_11729" "1" "30" "301" "0.667774086378738"
"263" "k141_13311" "0" "549" "625" "0.5952"
"264" "k141_6872" "0" "151.9184" "188010" "0.685091218552205"
"265" "k141_16376" "0" "158.6727" "19787" "0.658816394602517"
"266" "k141_16387" "0" "155" "826" "0.736077481840194"
"267" "k141_8161" "0" "154.5954" "17268" "0.688498957609451"
"268" "k141_8175" "1" "152" "348" "0.706896551724138"
"269" "k141_12035" "1" "15" "376" "0.632978723404255"
"270" "k141_16453" "0" "154.6164" "59856" "0.672514033680834"
"271" "k141_16497" "0" "277.4007" "740" "0.633783783783784"
"272" "k141_8404" "1" "140.0499" "542" "0.715867158671587"
"273" "k141_8424" "1" "148" "334" "0.703592814371258"
"274" "k141_16612" "1" "36" "301" "0.720930232558139"
"275" "k141_8506" "1" "44" "301" "0.744186046511628"
"276" "k141_16662" "0" "155" "375" "0.690666666666667"
"277" "k141_8589" "1" "15" "304" "0.697368421052632"
"278" "k141_16765" "0" "156" "14063" "0.658749911114272"
"279" "k141_16819" "0" "249.4585" "3709" "0.666756538150445"
"280" "k141_5161" "1" "152.5683" "175760" "0.678612881201639"
"281" "k141_8623" "0" "155.951" "69762" "0.676672113758206"
"282" "k141_16875" "0" "151.8544" "45779" "0.688765591209943"
"283" "k141_16876" "0" "149" "41310" "0.702541757443718"
"284" "k141_16923" "1" "109" "376" "0.670212765957447"
"285" "k141_17110" "0" "91.0938" "397" "0.682619647355164"
"286" "k141_17213" "1" "150" "587" "0.676320272572402"
