"Contig" "flag" "cov" "len" "GC"
"1" "k141_7562" "1" "29" "461" "0.718004338394794"
"2" "k141_10" "0" "51.2235" "490" "0.620408163265306"
"3" "k141_12" "0" "212.0142" "4872" "0.574712643678161"
"4" "k141_7602" "0" "58.4525" "994" "0.64989939637827"
"5" "k141_2861" "0" "96.1142" "1997" "0.640961442163245"
"6" "k141_6644" "0" "347" "1519" "0.638578011849901"
"7" "k141_5704" "0" "189.8738" "5515" "0.515684496826836"
"8" "k141_37" "1" "187.7294" "2000" "0.544"
"9" "k141_1954" "0" "202.7116" "1982" "0.657416750756811"
"10" "k141_1981" "1" "19" "329" "0.626139817629179"
"11" "k141_2015" "1" "210.3836" "678" "0.638643067846608"
"12" "k141_40" "3" "486" "14888" "0.553197205803332"
"13" "k141_7646" "0" "203.6646" "24124" "0.597289006798209"
"14" "k141_4753" "0" "197.7251" "30961" "0.702948871160492"
"15" "k141_49" "0" "192.4187" "7408" "0.697489200863931"
"16" "k141_2018" "0" "172.6326" "10440" "0.708045977011494"
"17" "k141_4757" "0" "178" "2045" "0.643031784841076"
"18" "k141_2026" "0" "205" "697" "0.760401721664275"
"19" "k141_7666" "0" "204.1319" "9359" "0.597820279944439"
"20" "k141_7669" "0" "79.4911" "1037" "0.61427193828351"
"21" "k141_6664" "0" "200.7315" "32166" "0.710470683330224"
"22" "k141_6671" "0" "236" "350" "0.691428571428571"
"23" "k141_67" "0" "183.1379" "9481" "0.643497521358506"
"24" "k141_7690" "0" "198.4995" "8845" "0.652006783493499"
"25" "k141_69" "0" "167.8639" "10067" "0.631369822191318"
"26" "k141_6685" "0" "183.7241" "14732" "0.715992397502036"
"27" "k141_3795" "0" "203.944" "79954" "0.705905895890137"
"28" "k141_7746" "0" "333" "1518" "0.633728590250329"
"29" "k141_976" "0" "177.7898" "59082" "0.730696320368302"
"30" "k141_3807" "0" "143.6527" "2859" "0.62574326687653"
"31" "k141_7774" "0" "189.9502" "824" "0.646844660194175"
"32" "k141_3813" "0" "118.7276" "1514" "0.621532364597094"
"33" "k141_995" "1" "24.95" "541" "0.66173752310536"
"34" "k141_7780" "0" "401.6705" "2296" "0.641550522648084"
"35" "k141_3843" "0" "222.2344" "956" "0.588912133891213"
"36" "k141_5749" "0" "189.8626" "60672" "0.718568697257384"
"37" "k141_2029" "0" "191.4077" "55993" "0.713285589270087"
"38" "k141_2050" "1" "42" "301" "0.710963455149502"
"39" "k141_1015" "0" "203.852" "30317" "0.723059669492364"
"40" "k141_3849" "0" "193.9225" "54957" "0.713048383281475"
"41" "k141_3877" "0" "183.3289" "8330" "0.634453781512605"
"42" "k141_1017" "0" "187.6462" "23400" "0.622820512820513"
"43" "k141_6691" "0" "206.789" "65777" "0.70299648813415"
"44" "k141_3885" "0" "196.4889" "9130" "0.612157721796276"
"45" "k141_1051" "0" "202" "4277" "0.656301145662848"
"46" "k141_6696" "0" "370.2295" "9361" "0.522700566178827"
"47" "k141_6698" "0" "398.4643" "1080" "0.664814814814815"
"48" "k141_6706" "1" "158.6334" "1014" "0.644970414201183"
"49" "k141_6707" "0" "281" "1095" "0.680365296803653"
"50" "k141_6710" "0" "303" "2048" "0.681640625"
