"Contig" "flag" "cov" "len" "GC"
"1" "k141_1826" "0" "19.1386" "307" "0.664495114006515"
"2" "k141_5494" "0" "248.7765" "499" "0.585170340681363"
"3" "k141_14647" "0" "268.0954" "6659" "0.670671271962757"
"4" "k141_12822" "0" "245.3003" "7667" "0.623190296074084"
"5" "k141_81" "1" "257.9944" "14455" "0.626703562781045"
"6" "k141_11003" "0" "252.7541" "23712" "0.671600877192982"
"7" "k141_3702" "0" "246.8002" "27228" "0.689547524607022"
"8" "k141_16459" "0" "258.8064" "30519" "0.663783217012353"
"9" "k141_156" "0" "394" "818" "0.663814180929095"
"10" "k141_16472" "1" "15" "310" "0.754838709677419"
"11" "k141_7486" "1" "333.3431" "10786" "0.62414240682366"
"12" "k141_16489" "0" "231.0031" "4649" "0.561411056141106"
"13" "k141_7527" "0" "247.7429" "876" "0.700913242009132"
"14" "k141_9150" "0" "256.8713" "89642" "0.668068539300774"
"15" "k141_16589" "0" "547.9646" "819" "0.68009768009768"
"16" "k141_9167" "1" "25.0517" "741" "0.684210526315789"
"17" "k141_9197" "0" "271" "1105" "0.58552036199095"
"18" "k141_9206" "0" "73.4589" "908" "0.545154185022026"
"19" "k141_7651" "0" "309" "1208" "0.730132450331126"
"20" "k141_16674" "0" "260" "1175" "0.651914893617021"
"21" "k141_7691" "0" "247.4171" "6878" "0.656295434719395"
"22" "k141_9214" "0" "257.8101" "29912" "0.614836854774004"
"23" "k141_16764" "0" "265" "429" "0.622377622377622"
"24" "k141_9216" "0" "233.8919" "5046" "0.636147443519619"
"25" "k141_223" "0" "271" "59169" "0.65551217698457"
"26" "k141_5587" "1" "256.9673" "131539" "0.657204327233748"
"27" "k141_3704" "0" "256.8909" "103358" "0.677238336655121"
"28" "k141_1910" "0" "246.2475" "131232" "0.688749695196294"
"29" "k141_13086" "0" "253.7447" "78424" "0.683374987248801"
"30" "k141_5749" "1" "255.0602" "7020" "0.717521367521368"
"31" "k141_16899" "0" "261.9343" "14071" "0.61253642242911"
"32" "k141_1948" "1" "247" "301" "0.637873754152824"
"33" "k141_16907" "0" "258" "1897" "0.703215603584607"
"34" "k141_11061" "0" "251.8992" "109695" "0.669319476730936"
"35" "k141_7772" "0" "258" "41977" "0.681778116587655"
"36" "k141_9296" "0" "267.7545" "47986" "0.629954570082941"
"37" "k141_1984" "0" "246.274" "4144" "0.689671814671815"
"38" "k141_1993" "0" "244.4113" "1432" "0.537011173184358"
"39" "k141_7889" "1" "68" "301" "0.667774086378738"
"40" "k141_7907" "0" "86" "637" "0.689167974882261"
