"Contig" "flag" "cov" "len" "GC"
"1" "k141_10847" "0" "57.9739" "601" "0.660565723793677"
"2" "k141_3633" "0" "220" "1417" "0.688779110797459"
"3" "k141_10877" "0" "288.6808" "708" "0.611581920903955"
"4" "k141_8484" "0" "56.7143" "470" "0.719148936170213"
"5" "k141_2410" "0" "148.9736" "9432" "0.706636980491942"
"6" "k141_55" "0" "262" "351" "0.732193732193732"
"7" "k141_74" "0" "444" "857" "0.630105017502917"
"8" "k141_7268" "1" "260.3878" "9440" "0.666949152542373"
"9" "k141_7270" "0" "158.8757" "1798" "0.674638487208009"
"10" "k141_97" "0" "88.2557" "360" "0.697222222222222"
"11" "k141_8485" "0" "140.4081" "18796" "0.715418174079591"
"12" "k141_104" "0" "346.5038" "4633" "0.641484998920786"
"13" "k141_116" "0" "162.3185" "1127" "0.668145519077196"
"14" "k141_8505" "1" "279.163" "5980" "0.651170568561873"
"15" "k141_7327" "0" "267.7985" "687" "0.691411935953421"
"16" "k141_7330" "0" "102.9695" "436" "0.68348623853211"
"17" "k141_8512" "0" "325" "1069" "0.675397567820393"
"18" "k141_9666" "0" "145.1036" "26994" "0.701452174557309"
"19" "k141_9668" "0" "146" "237" "0.620253164556962"
"20" "k141_3634" "0" "149.7904" "31416" "0.656385281385281"
"21" "k141_2421" "0" "151.9291" "26540" "0.690693293142427"
"22" "k141_6029" "0" "148.8254" "37438" "0.700357925102837"
"23" "k141_8553" "0" "291" "613" "0.734094616639478"
"24" "k141_3636" "0" "147.4746" "2737" "0.615637559371575"
"25" "k141_8586" "0" "341.0043" "4062" "0.65041851304776"
"26" "k141_8592" "0" "155" "277" "0.628158844765343"
"27" "k141_6037" "0" "135.3166" "8833" "0.713460885316427"
"28" "k141_8595" "0" "454.5558" "2230" "0.657399103139014"
"29" "k141_2422" "0" "130.6473" "16358" "0.729795818559726"
"30" "k141_3706" "0" "238.5035" "860" "0.638372093023256"
"31" "k141_6068" "0" "284.211" "7310" "0.644322845417237"
"32" "k141_6085" "0" "303.3073" "4092" "0.656158357771261"
"33" "k141_136" "3" "294" "38699" "0.605752086617225"
"34" "k141_5025" "0" "144.8232" "35982" "0.721694180423545"
"35" "k141_6126" "0" "292.5696" "3649" "0.615511098931214"
