"Contig" "flag" "cov" "len" "GC"
"1" "k141_3" "1" "221" "368" "0.638586956521739"
"2" "k141_6540" "0" "341.1849" "1450" "0.690344827586207"
"3" "k141_8418" "0" "144.1083" "972" "0.596707818930041"
"4" "k141_6568" "3" "820" "714" "0.698879551820728"
"5" "k141_1874" "1" "213.3108" "8008" "0.623626373626374"
"6" "k141_6589" "0" "445" "607" "0.682042833607908"
"7" "k141_2814" "0" "201.8847" "8110" "0.646115906288533"
"8" "k141_4700" "0" "228.8146" "8660" "0.651963048498845"
"9" "k141_1882" "0" "226.6092" "4337" "0.608023979709477"
"10" "k141_2823" "1" "34" "7222" "0.744253669343672"
"11" "k141_4746" "0" "232" "946" "0.704016913319239"
"12" "k141_1901" "0" "241.443" "6125" "0.629877551020408"
"13" "k141_6601" "0" "210.6347" "25893" "0.680840381570309"
"14" "k141_3746" "0" "189.8655" "31056" "0.709846728490469"
"15" "k141_7504" "0" "218.6831" "29324" "0.700075023871232"
"16" "k141_3747" "0" "395.7418" "8998" "0.640920204489887"
"17" "k141_5633" "0" "177.2617" "39071" "0.730644211819508"
"18" "k141_5636" "0" "38" "623" "0.757624398073836"
"19" "k141_3764" "0" "181.5324" "14013" "0.734460857774923"
"20" "k141_3768" "1" "87.9073" "767" "0.66232073011734"
"21" "k141_4778" "0" "181.5111" "43818" "0.725067323930805"
"22" "k141_4809" "1" "228.7049" "4031" "0.63879930538328"
"23" "k141_6611" "1" "37" "70193" "0.729061302409072"
"24" "k141_7512" "0" "224.8316" "58802" "0.687153498180334"
"25" "k141_4866" "1" "147.9819" "1849" "0.723634396971336"
"26" "k141_6619" "0" "217.0649" "10584" "0.673469387755102"
"27" "k141_3798" "0" "272.7896" "31958" "0.701733525251893"
"28" "k141_4882" "0" "116.6129" "606" "0.62046204620462"
"29" "k141_3815" "0" "74.414" "1083" "0.701754385964912"
"30" "k141_3834" "0" "331" "591" "0.746192893401015"
"31" "k141_3836" "0" "331" "1423" "0.65073787772312"
"32" "k141_7556" "0" "243.058" "3591" "0.597048175995544"
"33" "k141_7557" "0" "323" "1234" "0.66936790923825"
"34" "k141_43" "0" "38" "106068" "0.732200098050307"
"35" "k141_85" "1" "130" "317" "0.703470031545741"
"36" "k141_91" "0" "411" "359" "0.771587743732591"
"37" "k141_95" "0" "222" "338" "0.698224852071006"
"38" "k141_104" "1" "18" "301" "0.558139534883721"
