"Contig" "flag" "cov" "len" "GC"
"1" "k141_12257" "0" "106.1194" "786" "0.669211195928753"
"2" "k141_9537" "0" "168.0199" "8932" "0.589117778772951"
"3" "k141_10958" "0" "123.8669" "1493" "0.598124581379772"
"4" "k141_4092" "0" "169" "14357" "0.625060945880059"
"5" "k141_9573" "0" "39" "320" "0.54375"
"6" "k141_2742" "1" "180.7448" "15657" "0.63000574822763"
"7" "k141_10963" "1" "147.3295" "2957" "0.647954007439973"
"8" "k141_11" "0" "149.814" "17766" "0.71220308454351"
"9" "k141_4105" "1" "71.5263" "1416" "0.644067796610169"
"10" "k141_15" "0" "172" "339" "0.640117994100295"
"11" "k141_26" "0" "572" "404" "0.628712871287129"
"12" "k141_1383" "0" "151.6919" "21702" "0.711593401529813"
"13" "k141_2792" "0" "278" "918" "0.709150326797386"
"14" "k141_9645" "0" "12.8685" "430" "0.572093023255814"
"15" "k141_9648" "0" "18.8333" "273" "0.578754578754579"
"16" "k141_8333" "0" "246.9013" "4092" "0.661045943304008"
"17" "k141_2851" "0" "572" "698" "0.667621776504298"
"18" "k141_4131" "0" "151.3336" "16909" "0.716482346679283"
"19" "k141_4133" "0" "103.325" "501" "0.736526946107784"
"20" "k141_4151" "0" "144.1388" "710" "0.674647887323944"
"21" "k141_2880" "0" "187.5986" "5403" "0.610401628724783"
"22" "k141_2920" "0" "27.2918" "607" "0.650741350906096"
"23" "k141_1427" "0" "155.9111" "38513" "0.712642484355932"
"24" "k141_9710" "0" "150.9088" "36317" "0.71779056640141"
"25" "k141_1466" "0" "158.5091" "7232" "0.603152654867257"
"26" "k141_12321" "0" "158.9651" "99850" "0.700270405608413"
"27" "k141_4159" "0" "178.7912" "43418" "0.68407112257589"
"28" "k141_12352" "0" "249" "2963" "0.745865676679041"
"29" "k141_12370" "0" "176.9534" "1043" "0.654841802492809"
"30" "k141_10973" "0" "39.9784" "79572" "0.603968732720052"
"31" "k141_9762" "0" "174.7717" "16907" "0.659490152008044"
"32" "k141_9776" "0" "165.8508" "3317" "0.542357552004824"
"33" "k141_12408" "0" "226.736" "23260" "0.627300085984523"
"34" "k141_12412" "0" "223" "1098" "0.72040072859745"
"35" "k141_5462" "3" "43" "121148" "0.60658038102156"
"36" "k141_4171" "0" "40.9539" "34863" "0.598026561110633"
"37" "k141_12458" "1" "127.8103" "2508" "0.598086124401914"
"38" "k141_12471" "0" "43.3417" "460" "0.632608695652174"
"39" "k141_4214" "1" "39" "386" "0.751295336787565"
"40" "k141_10993" "0" "33.98" "36509" "0.616039880577392"
"41" "k141_12508" "0" "308.6685" "1070" "0.623364485981308"
"42" "k141_8346" "0" "36.9925" "105848" "0.614069231350616"
"43" "k141_9861" "0" "209.6979" "15361" "0.627042510253239"
"44" "k141_12509" "0" "147.3301" "450" "0.631111111111111"
"45" "k141_12530" "1" "154" "311" "0.694533762057878"
"46" "k141_8367" "1" "39" "355" "0.577464788732394"
"47" "k141_65" "0" "148.972" "116396" "0.723332416921544"
"48" "k141_4270" "0" "158" "413" "0.663438256658596"
"49" "k141_4272" "0" "93.7104" "1132" "0.649293286219081"
"50" "k141_9905" "0" "225.2211" "3700" "0.641351351351351"
"51" "k141_2932" "0" "156.9636" "94371" "0.685486007353954"
"52" "k141_2940" "0" "169" "630" "0.607936507936508"
"53" "k141_76" "0" "158.9697" "18693" "0.634301610228428"
"54" "k141_99" "0" "186.2649" "2081" "0.611725132148006"
"55" "k141_11034" "0" "181.085" "32581" "0.646174150578558"
"56" "k141_5472" "0" "39.9727" "57313" "0.590878160277773"
"57" "k141_2990" "0" "183.8684" "17272" "0.630847614636406"
"58" "k141_5473" "1" "149" "331" "0.737160120845921"
"59" "k141_10087" "1" "11.56" "666" "0.750750750750751"
"60" "k141_10092" "1" "46.193" "426" "0.612676056338028"
"61" "k141_11053" "0" "169.0682" "12111" "0.643464618941458"
"62" "k141_12534" "0" "154.9493" "66983" "0.711971694310497"
"63" "k141_10118" "0" "105.6358" "2895" "0.709153713298791"
"64" "k141_12536" "0" "157.211" "8896" "0.713803956834532"
"65" "k141_12566" "0" "71.9982" "708" "0.587570621468927"
"66" "k141_122" "0" "163.7677" "31021" "0.702975403758744"
"67" "k141_12588" "0" "176.0223" "7497" "0.635454181672669"
"68" "k141_10122" "0" "159.8451" "25799" "0.693127640606225"
"69" "k141_10225" "0" "278" "491" "0.623217922606925"
"70" "k141_10263" "0" "91.0277" "2200" "0.736818181818182"
"71" "k141_3060" "0" "169.946" "69036" "0.665334028622748"
"72" "k141_3069" "0" "190.1038" "777" "0.601029601029601"
"73" "k141_10264" "0" "166.5986" "18338" "0.625695277565711"
"74" "k141_5507" "0" "166.918" "91274" "0.683294256852992"
"75" "k141_5559" "0" "40.3038" "457" "0.684901531728665"
"76" "k141_5568" "0" "147.4218" "2289" "0.590650939274793"
"77" "k141_5575" "0" "160.3525" "5577" "0.653935807781962"
"78" "k141_12675" "1" "36" "151431" "0.611228876518018"
"79" "k141_12680" "1" "108" "353" "0.705382436260623"
"80" "k141_1479" "0" "37.9971" "279032" "0.610808079360073"
"81" "k141_1488" "0" "182.4147" "7942" "0.608159153865525"
"82" "k141_1506" "0" "270" "2351" "0.650786899191833"
"83" "k141_1575" "1" "165.5772" "19170" "0.675899843505477"
"84" "k141_11118" "0" "154" "220708" "0.706775468039219"
"85" "k141_11134" "0" "247.4111" "2306" "0.621422376409367"
"86" "k141_1636" "0" "264.2872" "914" "0.539387308533917"
"87" "k141_11173" "0" "183.6374" "858" "0.699300699300699"
"88" "k141_12727" "0" "145.9705" "108180" "0.719624699574783"
"89" "k141_1664" "0" "169" "5938" "0.573762209498147"
"90" "k141_12747" "0" "79.3609" "1155" "0.645887445887446"
"91" "k141_11212" "0" "278" "829" "0.664656212303981"
"92" "k141_12808" "0" "183.0763" "4399" "0.623550807001591"
"93" "k141_1804" "0" "184.5141" "1985" "0.618639798488665"
"94" "k141_3096" "0" "151.9669" "200817" "0.714819960461515"
"95" "k141_12834" "0" "185.4213" "18364" "0.62938357656284"
"96" "k141_12842" "1" "159" "494" "0.47165991902834"
"97" "k141_3101" "0" "132.3842" "1190" "0.646218487394958"
"98" "k141_3117" "1" "15.2461" "332" "0.650602409638554"
"99" "k141_3126" "0" "64" "275" "0.738181818181818"
"100" "k141_4276" "1" "36" "332712" "0.610419822549232"
"101" "k141_4299" "0" "156.5556" "339" "0.687315634218289"
"102" "k141_12888" "0" "147.489" "10538" "0.640823685708863"
"103" "k141_3150" "1" "173" "5767" "0.526616958557309"
"104" "k141_11301" "0" "158.8917" "32244" "0.70912417814167"
"105" "k141_6809" "0" "38.9932" "646047" "0.612887297673389"
"106" "k141_1806" "0" "156.8055" "35434" "0.701952926567703"
"107" "k141_4393" "1" "152" "301" "0.787375415282392"
"108" "k141_4404" "0" "156" "1110" "0.72972972972973"
"109" "k141_10265" "0" "154.0688" "251979" "0.704233289282043"
"110" "k141_10270" "1" "173" "305" "0.711475409836066"
"111" "k141_10303" "0" "174.7863" "6485" "0.599537393986122"
"112" "k141_1826" "0" "210.6878" "29739" "0.648071555869397"
"113" "k141_10412" "1" "151" "340" "0.747058823529412"
"114" "k141_3189" "0" "155" "67510" "0.710679899274182"
"115" "k141_10452" "0" "368" "1197" "0.675856307435255"
"116" "k141_11309" "0" "150.9558" "74807" "0.716938254441429"
"117" "k141_10506" "1" "138" "334" "0.706586826347305"
"118" "k141_1848" "0" "169.9176" "45289" "0.697961977522136"
