"Contig" "flag" "cov" "len" "GC"
"1" "k141_15" "0" "217.036" "1362" "0.700440528634361"
"2" "k141_21" "0" "203.3609" "5600" "0.5025"
"3" "k141_1587" "1" "10.3657" "1150" "0.702608695652174"
"4" "k141_7733" "1" "203" "310" "0.654838709677419"
"5" "k141_10811" "0" "218.3397" "7404" "0.597649918962723"
"6" "k141_10864" "1" "10.7368" "540" "0.696296296296296"
"7" "k141_1671" "0" "210.562" "2867" "0.54795953958842"
"8" "k141_9282" "0" "257.5143" "11781" "0.593328240387064"
"9" "k141_13773" "1" "204.049" "50552" "0.688024212691882"
"10" "k141_13794" "0" "60.5356" "619" "0.620355411954766"
"11" "k141_33" "0" "205.5178" "48542" "0.672077788307033"
"12" "k141_34" "0" "76.1566" "805" "0.566459627329193"
"13" "k141_6140" "0" "206.1652" "62077" "0.699969392850814"
"14" "k141_13843" "0" "43.161" "551" "0.646098003629764"
"15" "k141_9323" "0" "214.062" "30552" "0.660709609845509"
"16" "k141_151" "0" "320.5839" "838" "0.718377088305489"
"17" "k141_13886" "0" "207.8897" "7602" "0.614048934490923"
"18" "k141_6150" "1" "198" "26484" "0.696458238936717"
"19" "k141_9494" "0" "112" "473" "0.720930232558139"
"20" "k141_13981" "1" "133.9873" "457" "0.660831509846827"
"21" "k141_6170" "0" "208.9186" "56377" "0.68616634443124"
"22" "k141_6179" "0" "39.5824" "972" "0.718106995884774"
"23" "k141_8554" "0" "200.6722" "13564" "0.67767620171041"
"24" "k141_14394" "0" "194.2082" "5531" "0.6458145000904"
"25" "k141_4690" "1" "204.6759" "191485" "0.687223542314019"
"26" "k141_10922" "0" "206.6749" "278930" "0.691524755314954"
"27" "k141_6299" "0" "209" "78221" "0.683115787320541"
"28" "k141_12256" "0" "205.1886" "255134" "0.694395886083391"
"29" "k141_12351" "0" "245.9067" "1267" "0.632991318074191"
"30" "k141_4826" "0" "212.611" "60216" "0.664059386209645"
"31" "k141_11374" "1" "12.6025" "624" "0.700320512820513"
"32" "k141_189" "0" "217.8096" "225849" "0.694707525824777"
"33" "k141_11380" "0" "203.3796" "17701" "0.702898141347946"
"34" "k141_1697" "0" "205.5153" "287279" "0.68415721302288"
"35" "k141_11445" "1" "82" "318" "0.682389937106918"
"36" "k141_1762" "0" "53.2216" "809" "0.699629171817058"
"37" "k141_6396" "1" "205.9562" "103174" "0.683476457246981"
"38" "k141_12019" "1" "201.4189" "7751" "0.639272351954587"
"39" "k141_6621" "1" "11" "639" "0.621283255086072"
"40" "k141_226" "0" "207.8714" "103155" "0.680626242062915"
"41" "k141_308" "0" "266" "1158" "0.693436960276338"
"42" "k141_9769" "0" "208.497" "308750" "0.687232388663968"
"43" "k141_5005" "0" "209.5983" "145312" "0.685490530720106"
"44" "k141_9867" "1" "205.0884" "38597" "0.710210638132497"
"45" "k141_8806" "1" "208.9671" "284586" "0.682858608645541"
"46" "k141_5236" "0" "24.619" "330" "0.633333333333333"
"47" "k141_382" "0" "203.9486" "86999" "0.695387303302337"
"48" "k141_8989" "1" "44.5147" "345" "0.710144927536232"
"49" "k141_12523" "0" "210.9713" "241819" "0.672817272422762"
"50" "k141_9002" "1" "39" "303" "0.788778877887789"
"51" "k141_12563" "1" "313.7992" "405" "0.614814814814815"
"52" "k141_570" "1" "17" "401" "0.653366583541147"
"53" "k141_6876" "0" "210.9153" "109217" "0.66831170971552"
"54" "k141_6971" "1" "13" "338" "0.707100591715976"
"55" "k141_10282" "1" "13.539" "770" "0.680519480519481"
"56" "k141_9053" "0" "193.4996" "62983" "0.712557356747059"
"57" "k141_13083" "1" "16.2337" "616" "0.725649350649351"
"58" "k141_1799" "0" "211.6407" "440979" "0.670406073758614"
"59" "k141_1809" "1" "47.5839" "302" "0.615894039735099"
"60" "k141_7425" "1" "203" "398" "0.610552763819096"
"61" "k141_582" "0" "219.738" "114884" "0.694770377076007"
"62" "k141_633" "1" "114.9634" "4512" "0.696586879432624"
"63" "k141_3261" "0" "208.1579" "689118" "0.688292861309674"
"64" "k141_3355" "0" "120.1724" "460" "0.717391304347826"
"65" "k141_5297" "1" "208.4492" "204927" "0.677919454244682"
"66" "k141_7553" "0" "211.0171" "73331" "0.65921642961367"
"67" "k141_7578" "1" "96.69" "441" "0.73015873015873"
"68" "k141_1045" "1" "148" "457" "0.671772428884026"
"69" "k141_1089" "0" "205" "381" "0.658792650918635"
"70" "k141_13701" "1" "137" "411" "0.710462287104623"
"71" "k141_13723" "1" "14.9283" "462" "0.725108225108225"
"72" "k141_5580" "1" "10.2938" "580" "0.724137931034483"
"73" "k141_1374" "1" "80.0837" "380" "0.639473684210526"
"74" "k141_3421" "0" "211.9967" "133810" "0.684216426276063"
"75" "k141_1851" "1" "202.1545" "256750" "0.697425511197663"
"76" "k141_2016" "1" "12.005" "746" "0.730563002680965"
"77" "k141_2156" "0" "155.7727" "4140" "0.703864734299517"
"78" "k141_2306" "0" "217.1156" "2701" "0.68456127360237"
"79" "k141_3891" "0" "200.9447" "79717" "0.692311552115609"
"80" "k141_4089" "1" "109" "301" "0.681063122923588"
"81" "k141_4535" "0" "211.887" "41209" "0.67621150719503"
"82" "k141_4568" "0" "51.0096" "556" "0.688848920863309"
