"Contig" "flag" "cov" "len" "GC"
"1" "k141_2985" "1" "193" "407" "0.584766584766585"
"2" "k141_5985" "0" "163.8865" "282" "0.684397163120567"
"3" "k141_5002" "0" "42.419" "530" "0.773584905660377"
"4" "k141_35" "0" "541.3477" "1950" "0.628205128205128"
"5" "k141_3020" "1" "176" "304" "0.730263157894737"
"6" "k141_8996" "0" "169.0721" "4148" "0.668514946962392"
"7" "k141_6976" "0" "206.6206" "12086" "0.679381102101605"
"8" "k141_9001" "0" "176.3576" "6203" "0.693535386103498"
"9" "k141_7988" "0" "190.7406" "16256" "0.680241141732283"
"10" "k141_7041" "0" "142.137" "827" "0.71825876662636"
"11" "k141_5025" "0" "194" "21583" "0.700088032247602"
"12" "k141_1004" "3" "538" "37650" "0.594422310756972"
"13" "k141_6044" "0" "185.8217" "22965" "0.694578706727629"
"14" "k141_4057" "0" "182.5617" "24515" "0.698755863756884"
"15" "k141_6050" "0" "29.7887" "780" "0.671794871794872"
"16" "k141_9038" "1" "400.8794" "11001" "0.627124806835742"
"17" "k141_8038" "1" "178.5524" "8890" "0.706299212598425"
"18" "k141_4086" "0" "385" "1653" "0.676346037507562"
"19" "k141_1022" "0" "278.5977" "7337" "0.641815455908409"
"20" "k141_2042" "0" "201.782" "40704" "0.651975235849057"
"21" "k141_2044" "0" "193.7834" "7157" "0.617437473801872"
"22" "k141_4111" "0" "326.5297" "9927" "0.640374735569659"
"23" "k141_4120" "1" "180" "315" "0.695238095238095"
"24" "k141_38" "1" "193.6627" "56323" "0.6991104877226"
"25" "k141_8040" "0" "189.6549" "24239" "0.702834275341392"
"26" "k141_3082" "0" "187.3145" "71374" "0.6860201193712"
"27" "k141_1023" "0" "195.9051" "45361" "0.699036617358524"
"28" "k141_7059" "0" "191.4508" "66058" "0.706409518907627"
"29" "k141_7062" "1" "22.5078" "848" "0.636792452830189"
"30" "k141_2124" "0" "191.7573" "34769" "0.681469124795076"
"31" "k141_9054" "0" "193.7382" "67109" "0.686986842301331"
"32" "k141_3192" "1" "16.214" "599" "0.647746243739566"
"33" "k141_3205" "0" "173.8564" "343" "0.728862973760933"
"34" "k141_4137" "0" "201.5823" "50439" "0.647732905093281"
"35" "k141_3222" "0" "188" "323" "0.718266253869969"
"36" "k141_9078" "0" "263.492" "4125" "0.613090909090909"
"37" "k141_9081" "0" "61.007" "283" "0.720848056537102"
"38" "k141_6072" "0" "192.3225" "79448" "0.690439029302185"
"39" "k141_39" "0" "209.2487" "62058" "0.66023719746044"
"40" "k141_6077" "0" "543" "958" "0.676409185803758"
"41" "k141_49" "0" "213.3032" "1777" "0.644907146876759"
"42" "k141_5052" "1" "193.486" "93001" "0.686261438049053"
"43" "k141_6101" "0" "207" "498" "0.582329317269076"
"44" "k141_5057" "0" "434.6039" "1002" "0.656686626746507"
"45" "k141_3264" "0" "200.8636" "8100" "0.631604938271605"
"46" "k141_5107" "1" "16.6262" "355" "0.664788732394366"
"47" "k141_3306" "0" "41.1429" "281" "0.701067615658363"
"48" "k141_5109" "0" "178.9926" "4050" "0.69283950617284"
"49" "k141_74" "0" "210.4979" "15257" "0.631316772628957"
"50" "k141_5139" "0" "249.2637" "869" "0.614499424626007"
"51" "k141_1034" "0" "186" "63436" "0.708730058641781"
