"Contig" "flag" "cov" "len" "GC"
"1" "k141_7436" "0" "110.1499" "488" "0.723360655737705"
"2" "k141_16" "1" "49" "1246" "0.717495987158908"
"3" "k141_3202" "0" "76.8831" "834" "0.665467625899281"
"4" "k141_5326" "0" "176.8916" "1700" "0.657647058823529"
"5" "k141_7442" "0" "199.2877" "1778" "0.64904386951631"
"6" "k141_1088" "0" "143.5851" "611" "0.646481178396072"
"7" "k141_2153" "0" "308" "2595" "0.648169556840077"
"8" "k141_6408" "0" "220" "1349" "0.659747961452928"
"9" "k141_3230" "1" "74" "466" "0.736051502145923"
"10" "k141_3252" "0" "245" "436" "0.614678899082569"
"11" "k141_2187" "0" "225.3365" "2114" "0.6759697256386"
"12" "k141_2193" "0" "957" "1614" "0.56815365551425"
"13" "k141_59" "0" "207.8715" "6742" "0.651587066152477"
"14" "k141_2199" "1" "20.7091" "361" "0.709141274238227"
"15" "k141_8495" "0" "212.6818" "28794" "0.697784260609849"
"16" "k141_7522" "0" "86.5242" "265" "0.630188679245283"
"17" "k141_8502" "0" "86.4867" "254" "0.661417322834646"
"18" "k141_5329" "0" "298.6506" "26180" "0.642436974789916"
"19" "k141_7540" "0" "87.3278" "382" "0.649214659685864"
"20" "k141_4291" "0" "206.8445" "29290" "0.693581427108228"
"21" "k141_4308" "1" "136" "335" "0.722388059701493"
"22" "k141_5337" "0" "209.1441" "12839" "0.69857465534699"
"23" "k141_6448" "1" "69.9198" "29793" "0.637666565971873"
"24" "k141_4311" "0" "270.6557" "11278" "0.654194006029438"
"25" "k141_7617" "0" "218" "1204" "0.637873754152824"
"26" "k141_4325" "0" "74.5398" "1271" "0.690007867820614"
"27" "k141_109" "0" "198.7833" "20244" "0.698132780082988"
"28" "k141_2207" "0" "197.3345" "32801" "0.690802109691778"
"29" "k141_123" "0" "222.0057" "2601" "0.63437139561707"
"30" "k141_5404" "0" "237" "1201" "0.675270607826811"
"31" "k141_5411" "0" "185.3074" "4711" "0.615792825302484"
"32" "k141_3344" "1" "227.8067" "25983" "0.600777431397452"
"33" "k141_4387" "0" "144.9167" "669" "0.671150971599402"
"34" "k141_3348" "0" "454" "1001" "0.618381618381618"
"35" "k141_8518" "0" "208.8326" "41150" "0.709720534629405"
"36" "k141_6510" "0" "194.9877" "8617" "0.700591853313218"
"37" "k141_6538" "0" "157.9009" "474" "0.672995780590717"
"38" "k141_1089" "0" "208.4816" "82329" "0.698028641183544"
"39" "k141_8574" "0" "169.6217" "934" "0.659528907922912"
"40" "k141_5421" "0" "226.2839" "20108" "0.64163517008156"
"41" "k141_6573" "0" "330" "261" "0.601532567049808"
"42" "k141_8598" "0" "505.8093" "875" "0.579428571428571"
"43" "k141_8599" "0" "249.8095" "603" "0.577114427860697"
"44" "k141_1110" "0" "396.1943" "4978" "0.653274407392527"
"45" "k141_3385" "0" "213.3068" "18885" "0.671379401641514"
"46" "k141_198" "0" "253.6571" "23216" "0.667083046175052"
"47" "k141_4403" "0" "205.8748" "36334" "0.697088126823361"
"48" "k141_2257" "0" "215.7455" "37318" "0.669757221716062"
"49" "k141_200" "0" "219.41" "8307" "0.653545202840978"
"50" "k141_205" "0" "88.2691" "390" "0.633333333333333"
"51" "k141_2272" "1" "13.6088" "435" "0.72183908045977"
"52" "k141_225" "0" "206.3496" "879" "0.627986348122867"
"53" "k141_7635" "0" "209.8717" "71844" "0.689591336785257"
"54" "k141_247" "0" "189.3164" "3415" "0.632503660322108"
"55" "k141_2345" "0" "207.3034" "6678" "0.641060197663971"
"56" "k141_2356" "0" "211" "928" "0.705818965517241"
"57" "k141_4428" "0" "206.6817" "28620" "0.690705800139762"
"58" "k141_8774" "0" "163.6923" "1714" "0.604434072345391"
"59" "k141_251" "0" "195.7221" "31020" "0.698613797549968"
"60" "k141_4491" "0" "131.2985" "208" "0.639423076923077"
"61" "k141_257" "0" "53.5" "205" "0.624390243902439"
"62" "k141_4503" "0" "276.5144" "802" "0.658354114713217"
"63" "k141_3410" "0" "213.9188" "57841" "0.67244688024066"
"64" "k141_264" "0" "230.1" "11386" "0.600035130862463"
"65" "k141_3422" "0" "360.433" "10508" "0.620003806623525"
"66" "k141_3423" "0" "115.8857" "281" "0.597864768683274"
"67" "k141_276" "0" "213.0615" "5992" "0.65737650200267"
"68" "k141_3428" "0" "204.4258" "10384" "0.702137904468413"
"69" "k141_4514" "0" "222.6346" "26872" "0.685397439714201"
"70" "k141_8858" "0" "196.858" "30503" "0.694292364685441"
"71" "k141_4516" "0" "216.9732" "12007" "0.626717747980345"
"72" "k141_8876" "0" "178.5111" "2984" "0.714477211796247"
"73" "k141_3431" "0" "654.145" "24985" "0.626335801480889"
"74" "k141_4538" "0" "184.6124" "10584" "0.710506424792139"
"75" "k141_279" "0" "200.9092" "48605" "0.695216541508075"
"76" "k141_3507" "1" "193" "372" "0.709677419354839"
"77" "k141_4543" "0" "234.4726" "19665" "0.62140859394864"
"78" "k141_3533" "0" "34.6367" "642" "0.746105919003115"
"79" "k141_1114" "0" "210" "151148" "0.685923730383465"
"80" "k141_3587" "1" "16" "301" "0.697674418604651"
"81" "k141_4608" "0" "175.9078" "282" "0.659574468085106"
"82" "k141_1131" "0" "189.4831" "10917" "0.699276357973802"
